Season,HomeTeam,AwayTeam,HomeTeamPopularity,AwayTeamPopularity
2012,Sunderland,Liverpool,42.625,55.25
2012,Wolves,Blackburn,70.5,85.75
2012,Man United,West Brom,47.25,32.375
2012,Norwich,Wigan,85.375,83.75
2012,Swansea,Man City,87.375,62.875
2012,Arsenal,Newcastle,36,68.625
2012,Liverpool,Everton,83.25,37.5
2012,Fulham,Swansea,61.625,44.875
2012,Wigan,West Brom,63,20.125
2012,Newcastle,Norwich,62.5,87.5
2012,Wolves,Man United,78.25,53.5
2012,Blackburn,Sunderland,88.875,64.25
2012,Everton,Arsenal,40.875,65
2012,Man City,Chelsea,51.125,53.375
2012,QPR,Liverpool,89.625,78.25
2012,Tottenham,Stoke,28.25,48.75
2012,Arsenal,Aston Villa,69.75,66.625
2012,Bolton,Blackburn,32.625,64.125
2012,Chelsea,Tottenham,68.625,30.375
2012,Liverpool,Wigan,79.5,78.625
2012,Norwich,Wolves,80,42.5
2012,Stoke,Man City,51,40.625
2012,Sunderland,QPR,65.625,34
2012,Swansea,Everton,75.75,48.375
2012,West Brom,Newcastle,42.625,86.625
2012,Man United,Fulham,58,56.875
2012,Aston Villa,Chelsea,33.125,62.25
2012,Everton,West Brom,60.875,29.5
2012,Fulham,Norwich,31.875,95.5
2012,Man City,Sunderland,48.25,62.125
2012,QPR,Arsenal,47.5,62.375
2012,Wigan,Stoke,48.75,45.375
2012,Wolves,Bolton,82.5,70.125
2012,Newcastle,Liverpool,82.625,76.875
2012,Tottenham,Swansea,42.125,85.5
2012,Blackburn,Man United,84.25,50.25
2012,Swansea,Newcastle,56.875,62.625
2012,Bolton,Fulham,90,71.625
2012,Chelsea,Wigan,57.375,86.25
2012,Liverpool,Aston Villa,69.625,29.625
2012,Norwich,Everton,95.5,73.625
2012,Stoke,Wolves,92.625,84.5
2012,Sunderland,Tottenham,45.25,44
2012,West Brom,Blackburn,50.625,36.25
2012,Arsenal,Man City,62.625,42.75
2012,Man United,QPR,47.75,28.75
2012,Aston Villa,Stoke,44.875,72
2012,Everton,Sunderland,71.625,59.5
2012,Fulham,Chelsea,59.375,60.75
2012,Newcastle,Bolton,66.625,92.25
2012,Tottenham,Norwich,53.5,91.25
2012,Blackburn,Liverpool,37.25,86.25
2012,Man City,West Brom,26.625,54.875
2012,QPR,Swansea,21.375,54.625
2012,Wigan,Man United,45.375,46.125
2012,Wolves,Arsenal,78.375,38.75
2012,Norwich,Man City,77.75,28.875
2012,Sunderland,Wolves,58,61.5
2012,Swansea,Blackburn,57.25,46.625
2012,West Brom,QPR,39.375,23.125
2012,Man United,Aston Villa,49.875,41.75
2012,Arsenal,Wigan,43.5,37.25
2012,Arsenal,Chelsea,61.375,30.75
2012,Aston Villa,Sunderland,24.375,88.375
2012,Blackburn,Norwich,85.125,57.75
2012,Bolton,Swansea,92.625,79.125
2012,Fulham,Wigan,86.875,35.625
2012,Newcastle,Stoke,93.5,93
2012,QPR,Tottenham,58.75,29.75
2012,Liverpool,West Brom,53.625,47.25
2012,Man United,Everton,42.125,20.75
2012,Wolves,Man City,80.375,43.875
2012,Aston Villa,Bolton,46.75,86.125
2012,Everton,Fulham,24,59.5
2012,Norwich,Liverpool,94.125,76.5
2012,Stoke,Arsenal,73.25,39.875
2012,Sunderland,Bolton,89.875,69.375
2012,Swansea,Wolves,96,46.25
2012,West Brom,Aston Villa,21,44.375
2012,Wigan,Newcastle,68.5,80.125
2012,Chelsea,QPR,28.5,29.625
2012,Tottenham,Blackburn,32.5,90.625
2012,Man City,Man United,41.625,42.875
2012,Liverpool,Fulham,80.5,60.25
2012,Stoke,Everton,49.75,51.625
2012,Bolton,Tottenham,70.625,34.625
2012,Chelsea,Newcastle,28.125,87.875
2012,Arsenal,Norwich,68.625,61.625
2012,Aston Villa,Tottenham,56.125,57.125
2012,Bolton,West Brom,71.5,70.875
2012,Fulham,Sunderland,32.125,91.625
2012,Man United,Swansea,23.375,90.375
2012,Newcastle,Man City,65.5,23.625
2012,QPR,Stoke,21.875,52
2012,Wolves,Everton,73.5,54.375
2012,Blackburn,Wigan,52.75,77.5
2012,Liverpool,Chelsea,49,52.625
2012,Chelsea,Blackburn,49.375,47.75
2012,Everton,Newcastle,75,48.375
2012,Man City,QPR,28.75,46.125
2012,Norwich,Aston Villa,47.375,32
2012,Stoke,Bolton,87.125,83
2012,Sunderland,Man United,88,48.875
2012,Swansea,Liverpool,44.125,53
2012,Tottenham,Fulham,48.125,68.75
2012,West Brom,Arsenal,77.875,61
2012,Wigan,Wolves,47.75,91.25
2013,Arsenal,Sunderland,81.25,73.375
2013,Fulham,Norwich,75.625,89.25
2013,Newcastle,Tottenham,87.125,81.625
2013,QPR,Swansea,49.125,83.375
2013,Reading,Stoke,88,87.625
2013,West Brom,Liverpool,53.75,88.375
2013,West Ham,Aston Villa,84.125,74.75
2013,Man City,Southampton,37.25,79.625
2013,Wigan,Chelsea,77.625,58
2013,Everton,Man United,56.125,71.75
2013,Chelsea,Reading,62.375,87.125
2013,Aston Villa,Everton,50.375,28.5
2013,Chelsea,Newcastle,73.25,72
2013,Man United,Fulham,52,59.875
2013,Norwich,QPR,90.125,48.625
2013,Southampton,Wigan,57,31.625
2013,Swansea,West Ham,64.5,48
2013,Tottenham,West Brom,48.125,22.5
2013,Liverpool,Man City,72.5,42
2013,Stoke,Arsenal,84.25,59.5
2013,Man City,QPR,34.5,58.25
2013,Swansea,Sunderland,52.75,57.5
2013,Tottenham,Norwich,48.875,89.625
2013,West Brom,Everton,35,61.375
2013,West Ham,Fulham,55.625,30.375
2013,Wigan,Stoke,76.25,44.75
2013,Liverpool,Arsenal,66.125,77.125
2013,Newcastle,Aston Villa,62.625,70.125
2013,Southampton,Man United,93.875,47.625
2013,Arsenal,Southampton,92.125,92.375
2013,Aston Villa,Swansea,76,94.875
2013,Fulham,West Brom,84.25,77.875
2013,Man United,Wigan,66,78.625
2013,Norwich,West Ham,90.875,75.875
2013,QPR,Chelsea,61.875,90.25
2013,Stoke,Man City,87.5,85.75
2013,Sunderland,Liverpool,90.375,93.625
2013,Reading,Tottenham,86.125,81.125
2013,Everton,Newcastle,72.875,93.125
2013,Chelsea,Stoke,52.125,52.75
2013,Southampton,Aston Villa,52.875,45.375
2013,Swansea,Everton,82.375,35.5
2013,West Brom,Reading,46.125,91.25
2013,West Ham,Sunderland,44.125,44
2013,Wigan,Fulham,31.625,56.625
2013,Liverpool,Man United,83.875,57.75
2013,Man City,Arsenal,37.75,61.5
2013,Newcastle,Norwich,79.5,83.625
2013,Tottenham,QPR,53.875,26.25
2013,Arsenal,Chelsea,57.375,73
2013,Everton,Southampton,51.125,84.75
2013,Fulham,Man City,66.625,35
2013,Man United,Tottenham,34.5,58.5
2013,Norwich,Liverpool,85.125,46.125
2013,Reading,Newcastle,91.375,75.25
2013,Stoke,Swansea,45.75,65.625
2013,Sunderland,Wigan,81.25,82.875
2013,Aston Villa,West Brom,41.625,30.875
2013,QPR,West Ham,38.625,66.5
2013,Chelsea,Norwich,50.75,57.75
2013,Man City,Sunderland,59,88.125
2013,Swansea,Reading,93.75,93.25
2013,West Brom,QPR,36.25,32.25
2013,West Ham,Arsenal,44.625,45.625
2013,Wigan,Everton,77.75,56.375
2013,Liverpool,Stoke,77.75,86.625
2013,Newcastle,Man United,90.375,44.125
2013,Southampton,Fulham,87,38
2013,Tottenham,Aston Villa,32.75,35.125
2013,Fulham,Aston Villa,80.125,83.125
2013,Liverpool,Reading,92.5,93.75
2013,Man United,Stoke,85.375,90.125
2013,Norwich,Arsenal,95.125,93.625
2013,Swansea,Wigan,93.25,87.625
2013,Tottenham,Chelsea,77.5,82.875
2013,West Brom,Man City,65.75,83.375
2013,West Ham,Southampton,85.375,92.25
2013,QPR,Everton,66.625,72.125
2013,Sunderland,Newcastle,83.625,93.875
2013,Arsenal,QPR,62.375,31
2013,Aston Villa,Norwich,57.75,53.375
2013,Man City,Swansea,64.375,90.125
2013,Reading,Fulham,93.5,63.875
2013,Stoke,Sunderland,42.75,42.375
2013,Wigan,West Ham,87.125,49.375
2013,Chelsea,Man United,60.25,66.875
2013,Everton,Liverpool,50.375,81.625
2013,Newcastle,West Brom,75,29.5
2013,Southampton,Tottenham,88.5,31.75
2013,Fulham,Everton,64.625,25.375
2013,Man United,Arsenal,41.5,54
2013,Norwich,Stoke,81.375,84.5
2013,Sunderland,Aston Villa,66.5,45.25
2013,Swansea,Chelsea,58.75,51.375
2013,Tottenham,Wigan,56.75,72
2013,West Ham,Man City,63.625,44.75
2013,Liverpool,Newcastle,66.375,87.5
2013,QPR,Reading,27.25,64.25
2013,West Brom,Southampton,35.5,84.625
2013,Arsenal,Fulham,40.75,57.875
2013,Aston Villa,Man United,62.25,42.875
2013,Everton,Sunderland,54.25,82.5
2013,Reading,Norwich,91.875,88.875
2013,Southampton,Swansea,81.125,44.5
2013,Stoke,QPR,88.625,35
2013,Wigan,West Brom,65.5,34.75
2013,Chelsea,Liverpool,75.75,72.625
2013,Man City,Tottenham,55.75,68.875
2013,Newcastle,West Ham,68.125,32.625
2013,Arsenal,Tottenham,58.375,43.375
2013,Liverpool,Wigan,64.875,81.375
2013,Man City,Aston Villa,37.5,25
2013,Newcastle,Swansea,83.875,88.5
2013,Norwich,Man United,88,48.875
2013,QPR,Southampton,56.5,92.125
2013,Reading,Everton,91.125,60.5
2013,West Brom,Chelsea,68.375,54.75
2013,Fulham,Sunderland,31.875,77.5
2013,West Ham,Stoke,41.375,91.625
2013,Aston Villa,Arsenal,39.875,55.875
2013,Everton,Norwich,62.125,44
2013,Man United,QPR,63.5,43.75
2013,Stoke,Fulham,61.375,43.125
2013,Sunderland,West Brom,58.875,28.125
2013,Wigan,Reading,43.125,86.625
2013,Chelsea,Man City,54.625,45.625
2013,Southampton,Newcastle,96,87.75
2013,Swansea,Liverpool,81.125,78.875
2013,Tottenham,West Ham,38.375,43.75
2013,Aston Villa,Reading,26.375,86.75
2013,Sunderland,QPR,68.625,28.75
2013,Chelsea,Fulham,60.25,61
2013,Everton,Arsenal,59.375,68.75
2013,Man United,West Ham,58.875,44.625
2013,Southampton,Norwich,82.5,85.625
2013,Stoke,Newcastle,85.125,90.25
2013,Swansea,West Brom,48.375,34.625
2013,Tottenham,Liverpool,58.625,83.875
2013,Wigan,Man City,80,42
2013,Arsenal,Swansea,65.875,50
2013,Fulham,Tottenham,45.125,66.875
2013,Liverpool,Southampton,83.125,83.125
2013,Man City,Everton,33.125,43.75
2013,QPR,Aston Villa,31.75,31.625
2013,Reading,Man United,87.75,63.625
2013,West Brom,Stoke,34.5,80.5
2013,West Ham,Chelsea,49.25,56.625
2013,Norwich,Sunderland,90.125,65.25
2013,Newcastle,Wigan,90.5,61.375
2013,Arsenal,West Brom,71.5,55.375
2013,Aston Villa,Stoke,53.25,84.875
2013,Southampton,Reading,68.625,90.25
2013,Sunderland,Chelsea,69.125,73.5
2013,Swansea,Norwich,53.625,76.25
2013,Wigan,QPR,49,49.625
2013,Everton,Tottenham,44.875,72.625
2013,Man City,Man United,68.125,71.5
2013,West Ham,Liverpool,32.875,84.625
2013,Fulham,Newcastle,78.125,83.625
2013,Sunderland,Reading,43.875,87
2013,Liverpool,Aston Villa,77.875,53.5
2013,Man United,Sunderland,30.875,48.75
2013,Newcastle,Man City,80.875,24.25
2013,Norwich,Wigan,80,66.625
2013,QPR,Fulham,48.375,44
2013,Stoke,Everton,84.125,39.75
2013,Tottenham,Swansea,50.125,73.5
2013,West Brom,West Ham,26.125,32.5
2013,Reading,Arsenal,81.375,73
2013,Liverpool,Fulham,81,58
2013,Man City,Reading,47.25,78.375
2013,Newcastle,QPR,76.875,45.625
2013,Southampton,Sunderland,88.875,41
2013,Tottenham,Stoke,53.25,77
2013,West Brom,Norwich,31.75,88.25
2013,West Ham,Everton,48,66.5
2013,Wigan,Arsenal,81.375,77.125
2013,Chelsea,Aston Villa,48.5,39.375
2013,Swansea,Man United,61.625,74.625
2013,Aston Villa,Tottenham,30.375,72.625
2013,Everton,Wigan,73.25,35.125
2013,Fulham,Southampton,40,85.125
2013,Man United,Newcastle,60.5,89
2013,Norwich,Chelsea,87.5,64.875
2013,QPR,West Brom,50.75,45.25
2013,Reading,Swansea,74.375,34.375
2013,Stoke,Liverpool,68.75,78.875
2013,Sunderland,Man City,89.25,59
2013,Arsenal,Newcastle,76.75,55
2013,Aston Villa,Wigan,35.125,37.875
2013,Fulham,Swansea,46.375,34.5
2013,Man United,West Brom,62.875,63.25
2013,Norwich,Man City,61.625,66.25
2013,Reading,West Ham,92.375,60.25
2013,Stoke,Southampton,46.375,84.25
2013,Sunderland,Tottenham,60.25,63.5
2013,Everton,Chelsea,75.375,65.5
2013,QPR,Liverpool,64.875,84.875
2013,Man City,Stoke,66.5,52.125
2013,Southampton,Arsenal,80.5,62.625
2013,Swansea,Aston Villa,72.5,43.25
2013,Tottenham,Reading,64.125,92.125
2013,West Brom,Fulham,22.125,65.375
2013,West Ham,Norwich,63.125,69.75
2013,Wigan,Man United,71.625,59.75
2013,Chelsea,QPR,71,29.875
2013,Liverpool,Sunderland,77.125,56.625
2013,Newcastle,Everton,69.875,29.875
2013,Aston Villa,Southampton,51.25,60
2013,Everton,Swansea,52.75,58.75
2013,Fulham,Wigan,57.125,71.75
2013,Norwich,Newcastle,88.125,84.25
2013,QPR,Tottenham,65.25,70.75
2013,Reading,West Brom,92.875,52.75
2013,Stoke,Chelsea,83,70
2013,Sunderland,West Ham,85.375,29.875
2013,Arsenal,Man City,66.75,57.25
2013,Man United,Liverpool,54.875,77.5
2013,Chelsea,Southampton,76.875,92.875
2013,Liverpool,Norwich,48.25,85.875
2013,Man City,Fulham,35.375,72
2013,Newcastle,Reading,93.375,89
2013,Swansea,Stoke,61,54
2013,West Brom,Aston Villa,61.625,57.75
2013,West Ham,QPR,37.5,45.375
2013,Wigan,Sunderland,83.875,73
2013,Chelsea,Arsenal,74.5,63.75
2013,Tottenham,Man United,61,39.875
2013,Southampton,Everton,68,89.375
2013,Arsenal,West Ham,60,38.5
2013,Aston Villa,Newcastle,44.375,91.625
2013,QPR,Man City,62.375,53.875
2013,Stoke,Wigan,52.25,59.875
2013,Sunderland,Swansea,83.875,42
2013,Arsenal,Liverpool,80.5,78.375
2013,Everton,West Brom,72.25,70.125
2013,Fulham,West Ham,31,37.5
2013,Man United,Southampton,58.375,85.125
2013,Norwich,Tottenham,87.625,56.875
2013,Reading,Chelsea,93.25,70.5
2013,Arsenal,Stoke,74.875,53.75
2013,Everton,Aston Villa,76.375,50.125
2013,Fulham,Man United,34.75,70.75
2013,Newcastle,Chelsea,89.375,74.125
2013,QPR,Norwich,54.375,81.25
2013,Reading,Sunderland,91.5,72.625
2013,West Ham,Swansea,72.5,78.125
2013,Wigan,Southampton,78.5,63
2013,Man City,Liverpool,73.625,74.625
2013,West Brom,Tottenham,67.25,63.875
2013,Chelsea,Wigan,69.375,79.75
2013,Norwich,Fulham,74.25,28
2013,Southampton,Man City,92.625,31.375
2013,Stoke,Reading,51.875,81.5
2013,Sunderland,Arsenal,96,64.625
2013,Swansea,QPR,94.125,35.5
2013,Tottenham,Newcastle,53.875,71.875
2013,Aston Villa,West Ham,48.875,54.125
2013,Man United,Everton,56.875,59.625
2013,Liverpool,West Brom,64,28.875
2013,Liverpool,Swansea,75.25,84.375
2013,Arsenal,Aston Villa,36.375,81.875
2013,Fulham,Stoke,75.875,96
2013,Norwich,Everton,95.25,46.5
2013,QPR,Man United,70.875,59.375
2013,Reading,Wigan,78.125,68
2013,West Brom,Sunderland,87.125,89.75
2013,Man City,Chelsea,52.625,80.25
2013,Newcastle,Southampton,91.125,95.375
2013,West Ham,Tottenham,68.25,41.875
2013,Chelsea,West Brom,60.75,47.75
2013,Everton,Reading,54.375,92.125
2013,Man United,Norwich,58,81
2013,Southampton,QPR,72.5,24.5
2013,Stoke,West Ham,73.875,35.25
2013,Sunderland,Fulham,84.5,50.625
2013,Swansea,Newcastle,35.5,85.125
2013,Wigan,Liverpool,79.375,84.25
2013,Tottenham,Arsenal,56,72.375
2013,Aston Villa,Man City,52.125,31.125
2013,Norwich,Southampton,50.875,89.375
2013,QPR,Sunderland,36.25,93.375
2013,Reading,Aston Villa,93,29.375
2013,West Brom,Swansea,29,79.5
2013,Liverpool,Tottenham,84.25,42
2013,Newcastle,Stoke,87.375,91.5
2013,Aston Villa,QPR,47.25,41.75
2013,Everton,Man City,37.375,47.875
2013,Man United,Reading,40.375,77.25
2013,Southampton,Liverpool,96.5,62.625
2013,Stoke,West Brom,70.25,47.625
2013,Swansea,Arsenal,74.375,39.75
2013,Chelsea,West Ham,49.5,61.375
2013,Sunderland,Norwich,71.125,79.5
2013,Tottenham,Fulham,42.875,76.25
2013,Wigan,Newcastle,44.375,85.375
2013,Arsenal,Reading,84.25,94
2013,Everton,Stoke,83.5,73.5
2013,Man City,Newcastle,83.375,95.375
2013,Southampton,Chelsea,96,83.5
2013,Sunderland,Man United,81.75,84.875
2013,Swansea,Tottenham,90.75,84.625
2013,West Ham,West Brom,61.625,71.375
2013,Wigan,Norwich,80.25,91.875
2013,Aston Villa,Liverpool,60.125,94.25
2013,Fulham,QPR,68.25,61.375
2013,Norwich,Swansea,90.625,71.25
2013,Reading,Southampton,91.75,64.875
2013,Stoke,Aston Villa,76.375,27.625
2013,West Brom,Arsenal,60.625,70.625
2013,Chelsea,Sunderland,58.375,42.625
2013,Liverpool,West Ham,71.625,71.5
2013,Newcastle,Fulham,79.875,48.375
2013,QPR,Wigan,37.125,75.75
2013,Tottenham,Everton,55.5,58.25
2013,Man United,Man City,42.75,65.75
2013,Arsenal,Norwich,62.75,91.75
2013,Aston Villa,Fulham,47.5,52
2013,Everton,QPR,35.125,34.875
2013,Reading,Liverpool,91.75,72.75
2013,Southampton,West Ham,82.625,28.875
2013,Newcastle,Sunderland,81,44.75
2013,Stoke,Man United,74.25,38.625
2013,Arsenal,Everton,59,58.5
2013,Fulham,Chelsea,68.75,59.375
2013,Man City,Wigan,33.375,41.75
2013,West Ham,Man United,59.25,56.625
2013,Fulham,Arsenal,44.875,66.375
2013,Norwich,Reading,56.625,95.25
2013,QPR,Stoke,44.5,43
2013,Sunderland,Everton,38.875,34.375
2013,Swansea,Southampton,96.875,87.625
2013,West Brom,Newcastle,69.625,61.125
2013,West Ham,Wigan,37.25,48.25
2013,Liverpool,Chelsea,85.625,57.125
2013,Tottenham,Man City,78.5,31.875
2013,Man United,Aston Villa,64.375,61.75
2013,Everton,Fulham,62.25,35.25
2013,Man City,West Ham,38.375,55.625
2013,Newcastle,Liverpool,95,57.875
2013,Southampton,West Brom,93.75,48.625
2013,Stoke,Norwich,87.125,90.5
2013,Wigan,Tottenham,84.75,32.875
2013,Arsenal,Man United,74.625,48.25
2013,Chelsea,Swansea,65.125,92.875
2013,Reading,QPR,86.625,50.125
2013,Aston Villa,Sunderland,32.5,83.25
2013,Fulham,Reading,63.875,91.125
2013,Norwich,Aston Villa,90.125,34
2013,QPR,Arsenal,33.25,43.25
2013,Swansea,Man City,53.375,57
2013,Tottenham,Southampton,54.5,92.875
2013,West Brom,Wigan,47.625,48.5
2013,West Ham,Newcastle,40.5,73.5
2013,Liverpool,Everton,83,62.75
2013,Man United,Chelsea,50.75,71.75
2013,Sunderland,Stoke,47.625,89.875
2013,Man City,West Brom,68.625,47.375
2013,Wigan,Swansea,68.125,69.125
2013,Chelsea,Tottenham,61.75,45.5
2013,Aston Villa,Chelsea,51.125,63.75
2013,Everton,West Ham,50.125,59.625
2013,Fulham,Liverpool,67.625,74.125
2013,Man United,Swansea,55.625,71.875
2013,Norwich,West Brom,83,36.25
2013,QPR,Newcastle,27.625,86.875
2013,Stoke,Tottenham,66.75,43.625
2013,Sunderland,Southampton,52.625,63.875
2013,Arsenal,Wigan,84.125,28.625
2013,Reading,Man City,93.5,40.625
2013,Chelsea,Everton,49.125,61.125
2013,Liverpool,QPR,79.5,43.125
2013,Man City,Norwich,43.75,83.25
2013,Newcastle,Arsenal,88.125,62.125
2013,Southampton,Stoke,86,53.5
2013,Swansea,Fulham,41.75,39.25
2013,Tottenham,Sunderland,49.125,66.875
2013,West Brom,Man United,51.125,50.5
2013,West Ham,Reading,52.75,85.5
2013,Wigan,Aston Villa,33.875,25.375
2014,Arsenal,Aston Villa,71.75,70.125
2014,Liverpool,Stoke,79,81.75
2014,Norwich,Everton,93.5,60
2014,Sunderland,Fulham,83.875,74.625
2014,Swansea,Man United,83.25,59.5
2014,West Brom,Southampton,75.875,80
2014,West Ham,Cardiff,86.625,94.125
2014,Chelsea,Hull,79,83.875
2014,Crystal Palace,Tottenham,76.5,75
2014,Man City,Newcastle,78.5,97
2014,Chelsea,Aston Villa,56,29.25
2014,Aston Villa,Liverpool,42.75,62.875
2014,Everton,West Brom,60.875,54
2014,Fulham,Arsenal,68.375,52.625
2014,Hull,Norwich,42.625,73.625
2014,Newcastle,West Ham,63.25,48.5
2014,Southampton,Sunderland,87.125,67.875
2014,Stoke,Crystal Palace,33.75,27.625
2014,Cardiff,Man City,79.625,40.25
2014,Tottenham,Swansea,67.25,35.875
2014,Man United,Chelsea,80,71.125
2014,Cardiff,Everton,51.5,62.25
2014,Crystal Palace,Sunderland,65.875,71.25
2014,Man City,Hull,40.125,75.75
2014,Newcastle,Fulham,88.25,25.875
2014,Norwich,Southampton,82.625,75.125
2014,West Ham,Stoke,56.875,84.5
2014,Arsenal,Tottenham,80.125,74.625
2014,Liverpool,Man United,82,45.25
2014,West Brom,Swansea,54.375,52.875
2014,Aston Villa,Newcastle,83,98
2014,Everton,Chelsea,74.5,91.25
2014,Fulham,West Brom,87.375,70.625
2014,Hull,Cardiff,92.125,94.125
2014,Man United,Crystal Palace,75.125,68
2014,Stoke,Man City,82.875,85
2014,Sunderland,Arsenal,77.5,89.875
2014,Tottenham,Norwich,84.125,92.375
2014,Southampton,West Ham,94.75,83
2014,Swansea,Liverpool,78.75,86.875
2014,Chelsea,Fulham,63.875,72.75
2014,Liverpool,Southampton,64.25,73.625
2014,Newcastle,Hull,90.5,91.625
2014,Norwich,Aston Villa,72.125,43.25
2014,West Brom,Sunderland,52.5,32.875
2014,West Ham,Everton,43.625,29.125
2014,Arsenal,Stoke,60.375,62.5
2014,Cardiff,Tottenham,93.75,65.875
2014,Crystal Palace,Swansea,22,42.625
2014,Man City,Man United,66.5,62
2014,Aston Villa,Man City,52,26.625
2014,Fulham,Cardiff,33,71.5
2014,Hull,West Ham,91.5,55
2014,Man United,West Brom,39.375,26.75
2014,Southampton,Crystal Palace,58.375,52.375
2014,Swansea,Arsenal,76.5,60.625
2014,Tottenham,Chelsea,56,66.25
2014,Stoke,Norwich,38.25,74.5
2014,Sunderland,Liverpool,75.125,60
2014,Everton,Newcastle,67.875,86.5
2014,Cardiff,Newcastle,94.625,79.875
2014,Fulham,Stoke,61.375,66.875
2014,Hull,Aston Villa,95.25,35.375
2014,Liverpool,Crystal Palace,68.125,66
2014,Man City,Everton,48.875,43.125
2014,Sunderland,Man United,38,58
2014,Norwich,Chelsea,78.5,55.875
2014,Southampton,Swansea,85.75,43.75
2014,Tottenham,West Ham,29.875,54.625
2014,West Brom,Arsenal,23.875,62.875
2014,Arsenal,Norwich,88.5,86.5
2014,Chelsea,Cardiff,92.75,95.75
2014,Everton,Hull,83.5,94.125
2014,Man United,Southampton,73.75,90.625
2014,Newcastle,Liverpool,85.25,92.75
2014,Stoke,West Brom,93.5,82.75
2014,Swansea,Sunderland,92.125,97.625
2014,West Ham,Man City,81.5,89.5
2014,Aston Villa,Tottenham,56.25,75.5
2014,Crystal Palace,Fulham,75.875,83.875
2014,Aston Villa,Everton,27.875,57.75
2014,Crystal Palace,Arsenal,45.875,52.375
2014,Liverpool,West Brom,68,63.375
2014,Man United,Stoke,56.625,83.375
2014,Norwich,Cardiff,47.375,65.875
2014,Southampton,Fulham,54.5,44.875
2014,Chelsea,Man City,74.875,62.125
2014,Sunderland,Newcastle,83.125,64.375
2014,Swansea,West Ham,74.75,37
2014,Tottenham,Hull,48.25,89.25
2014,Arsenal,Liverpool,52.625,73.125
2014,Fulham,Man United,61.625,59.375
2014,Hull,Sunderland,79.5,38.375
2014,Man City,Norwich,32,56.125
2014,Newcastle,Chelsea,68.5,57.875
2014,Stoke,Southampton,39.75,81.25
2014,West Brom,Crystal Palace,28,25.625
2014,West Ham,Aston Villa,57.375,38.375
2014,Cardiff,Swansea,93.625,73.875
2014,Everton,Tottenham,55,56.875
2014,Aston Villa,Cardiff,55.375,68.125
2014,Chelsea,West Brom,61.875,51.625
2014,Crystal Palace,Everton,62.625,30.625
2014,Liverpool,Fulham,50.125,30.625
2014,Norwich,West Ham,69.125,56.875
2014,Southampton,Hull,75.375,92.25
2014,Man United,Arsenal,66.25,57.25
2014,Sunderland,Man City,81.875,58.625
2014,Swansea,Stoke,51.625,55.5
2014,Tottenham,Newcastle,47.25,56
2014,Arsenal,Southampton,91.25,89.5
2014,Everton,Liverpool,66.5,83.25
2014,Fulham,Swansea,84,94.375
2014,Hull,Crystal Palace,68,81.375
2014,Newcastle,Norwich,93.375,97.5
2014,Stoke,Sunderland,92.625,92.125
2014,West Ham,Chelsea,71.5,91.125
2014,Cardiff,Man United,93.125,79.25
2014,Man City,Tottenham,73.5,82.125
2014,West Brom,Aston Villa,68,65.75
2014,Aston Villa,Sunderland,36.5,82
2014,Cardiff,Arsenal,53.75,66.25
2014,Everton,Stoke,24.875,93.875
2014,Newcastle,West Brom,90.5,30.875
2014,Norwich,Crystal Palace,88.25,51.75
2014,West Ham,Fulham,35.25,64.75
2014,Chelsea,Southampton,75.375,49.875
2014,Hull,Liverpool,94.625,61.125
2014,Man City,Swansea,35.875,64.625
2014,Tottenham,Man United,39.125,59.375
2014,Crystal Palace,West Ham,65,56
2014,Arsenal,Hull,65.875,50.75
2014,Fulham,Tottenham,68.5,33
2014,Liverpool,Norwich,72.625,85.625
2014,Man United,Everton,54.875,62
2014,Southampton,Aston Villa,55,45.125
2014,Stoke,Cardiff,73.375,58.25
2014,Sunderland,Chelsea,76.125,69.25
2014,Swansea,Newcastle,70.25,82.25
2014,West Brom,Man City,40.5,54.125
2014,Crystal Palace,Cardiff,40.375,56.125
2014,Liverpool,West Ham,81,52.875
2014,Man United,Newcastle,55.5,84.875
2014,Southampton,Man City,57.5,52.5
2014,Stoke,Chelsea,79,70
2014,Sunderland,Tottenham,52.125,32
2014,West Brom,Norwich,50.125,52.875
2014,Arsenal,Everton,68.25,40.875
2014,Fulham,Aston Villa,62.125,51.875
2014,Swansea,Hull,66.625,63.75
2014,Cardiff,West Brom,93.5,43.375
2014,Chelsea,Crystal Palace,72.375,59.125
2014,Everton,Fulham,28.375,42.25
2014,Hull,Stoke,70.125,45
2014,Man City,Arsenal,54,54.125
2014,Newcastle,Southampton,55.75,70.125
2014,West Ham,Sunderland,35.375,55.625
2014,Aston Villa,Man United,44.75,50.5
2014,Norwich,Swansea,75.125,63.75
2014,Tottenham,Liverpool,69.5,72
2014,Crystal Palace,Newcastle,33.625,84.5
2014,Fulham,Man City,58.25,32.25
2014,Liverpool,Cardiff,58.875,87.625
2014,Man United,West Ham,66.125,43.625
2014,Stoke,Aston Villa,47.5,24.25
2014,Sunderland,Norwich,48.5,77.75
2014,West Brom,Hull,48.75,85.5
2014,Southampton,Tottenham,86.625,46.125
2014,Swansea,Everton,74.875,52
2014,Arsenal,Chelsea,78.75,76.125
2014,Aston Villa,Crystal Palace,53.5,50.75
2014,Cardiff,Southampton,48.25,65
2014,Chelsea,Swansea,43.25,52
2014,Everton,Sunderland,45.875,52.25
2014,Hull,Man United,92.875,62.875
2014,Man City,Liverpool,68.875,64.125
2014,Newcastle,Stoke,81.75,45.25
