Season,HomeTeam,AwayTeam,HomeTeamPopularity,AwayTeamPopularity
2014,Norwich,Fulham,80.75,40.375
2014,Tottenham,West Brom,60.25,57.625
2014,West Ham,Arsenal,44.875,39.75
2014,Aston Villa,Swansea,53.75,60
2014,Cardiff,Sunderland,49.25,70
2014,Hull,Fulham,42,44.625
2014,Man City,Crystal Palace,29.25,59.375
2014,Norwich,Man United,83,62
2014,West Ham,West Brom,43.875,52.375
2014,Chelsea,Liverpool,47,57.375
2014,Everton,Southampton,56,65.875
2014,Newcastle,Arsenal,84.125,44.5
2014,Tottenham,Stoke,55.875,75.75
2014,Arsenal,Cardiff,67.375,64.5
2014,Crystal Palace,Norwich,36.875,47.25
2014,Fulham,West Ham,60,40.25
2014,Liverpool,Hull,61.125,47.25
2014,Man United,Tottenham,65.625,60.375
2014,Southampton,Chelsea,72.375,51.625
2014,Stoke,Everton,63.125,55.125
2014,Sunderland,Aston Villa,51.75,55.875
2014,Swansea,Man City,59.625,31.75
2014,West Brom,Newcastle,38.5,54.125
2014,Cardiff,West Ham,82.875,50.125
2014,Everton,Norwich,58,92.5
2014,Fulham,Sunderland,65.75,36.625
2014,Hull,Chelsea,90.75,70.875
2014,Man United,Swansea,63.75,39.125
2014,Southampton,West Brom,90.25,74.125
2014,Tottenham,Crystal Palace,34.875,64.75
2014,Newcastle,Man City,82,62.375
2014,Stoke,Liverpool,89.5,62.875
2014,Aston Villa,Arsenal,59,75.875
2014,Arsenal,Fulham,69.125,69.125
2014,Crystal Palace,Stoke,46.125,39.625
2014,Liverpool,Aston Villa,69.875,32.125
2014,Man City,Cardiff,53.5,81.125
2014,Norwich,Hull,92.375,57.75
2014,Sunderland,Southampton,76,93.625
2014,West Ham,Newcastle,53.125,68.875
2014,Chelsea,Man United,76.25,60.625
2014,Swansea,Tottenham,46.25,54.125
2014,West Brom,Everton,75.5,70.25
2014,Crystal Palace,Hull,73.375,94.625
2014,Liverpool,Everton,83.625,52.5
2014,Man United,Cardiff,68.625,85.75
2014,Norwich,Newcastle,94.875,95.125
2014,Southampton,Arsenal,91.125,75.875
2014,Swansea,Fulham,91.25,54.5
2014,Aston Villa,West Brom,91,48.5
2014,Chelsea,West Ham,72.125,47.375
2014,Sunderland,Stoke,38.875,45.75
2014,Tottenham,Man City,86.875,53
2014,Cardiff,Norwich,50.875,81.125
2014,Everton,Aston Villa,37.125,46.75
2014,Fulham,Southampton,66.75,56.75
2014,Hull,Tottenham,92.75,49.5
2014,Newcastle,Sunderland,82.5,82.125
2014,Stoke,Man United,48.5,80.5
2014,West Ham,Swansea,46.875,84.125
2014,Arsenal,Crystal Palace,78,75.375
2014,West Brom,Liverpool,47.875,78.25
2014,Man City,Chelsea,59.125,69.875
2014,Aston Villa,West Ham,49.625,50.625
2014,Chelsea,Newcastle,45.75,66.125
2014,Crystal Palace,West Brom,30.5,24.75
2014,Liverpool,Arsenal,71.25,58.125
2014,Norwich,Man City,86.625,32.875
2014,Southampton,Stoke,91.25,36.25
2014,Sunderland,Hull,39.75,83.375
2014,Swansea,Cardiff,80.875,88.75
2014,Man United,Fulham,46,59.25
2014,Tottenham,Everton,55.125,51
2014,Cardiff,Aston Villa,80,45.875
2014,Hull,Southampton,91.375,91.875
2014,West Brom,Chelsea,49.625,48.875
2014,West Ham,Norwich,61.375,67
2014,Arsenal,Man United,36.625,46
2014,Fulham,Liverpool,30.625,41.625
2014,Newcastle,Tottenham,71.5,42.125
2014,Stoke,Swansea,81,65.875
2014,Arsenal,Sunderland,45.375,60.25
2014,Cardiff,Hull,87.625,75.625
2014,Chelsea,Everton,50,43.375
2014,Crystal Palace,Man United,77.5,83
2014,Man City,Stoke,37.125,95.125
2014,West Brom,Fulham,78.375,57.375
2014,West Ham,Southampton,88.75,78.75
2014,Liverpool,Swansea,49,52.125
2014,Newcastle,Aston Villa,87.25,66.75
2014,Norwich,Tottenham,95,53
2014,Everton,West Ham,27.5,45.5
2014,Fulham,Chelsea,57.875,37.375
2014,Hull,Newcastle,80.375,81.625
2014,Southampton,Liverpool,90,58.625
2014,Stoke,Arsenal,62.75,58.125
2014,Aston Villa,Norwich,37.375,59.625
2014,Swansea,Crystal Palace,41.375,29.625
2014,Tottenham,Cardiff,56,94.375
2014,Cardiff,Fulham,78.25,29.375
2014,Chelsea,Tottenham,63.5,55
2014,Crystal Palace,Southampton,52,55.375
2014,Norwich,Stoke,79,42.75
2014,West Brom,Man United,60.25,71.625
2014,Aston Villa,Chelsea,55.375,62
2014,Everton,Cardiff,27,86.625
2014,Fulham,Newcastle,48.75,94.75
2014,Hull,Man City,77.875,46.375
2014,Southampton,Norwich,83.75,85.75
2014,Stoke,West Ham,86,62.125
2014,Sunderland,Crystal Palace,61.75,49.375
2014,Swansea,West Brom,95.375,21.375
2014,Man United,Liverpool,58.125,85.375
2014,Tottenham,Arsenal,44.375,45.125
2014,Cardiff,Liverpool,91.125,42.875
2014,Chelsea,Arsenal,51.75,50.125
2014,Everton,Swansea,51.625,89.5
2014,Hull,West Brom,67.375,41.875
2014,Man City,Fulham,47.25,50.25
2014,Newcastle,Crystal Palace,89.25,64.375
2014,Norwich,Sunderland,80.5,79.5
2014,West Ham,Man United,58.625,47.625
2014,Aston Villa,Stoke,27.375,82.875
2014,Tottenham,Southampton,39.125,88.125
2014,Arsenal,Swansea,34.25,83
2014,Man United,Man City,58.625,50.25
2014,Newcastle,Everton,93.375,55.875
2014,Liverpool,Sunderland,64.625,78.75
2014,West Ham,Hull,30.375,91.625
2014,Arsenal,Man City,36.375,34
2014,Crystal Palace,Chelsea,59.5,39
2014,Man United,Aston Villa,44.5,33.125
2014,Southampton,Newcastle,65.375,88.5
2014,Stoke,Hull,63.875,85.625
2014,Swansea,Norwich,51.625,84.875
2014,West Brom,Cardiff,46.5,53.875
2014,Fulham,Everton,44.25,63.375
2014,Liverpool,Tottenham,70.375,43.75
2014,Sunderland,West Ham,42.5,32.25
2014,Aston Villa,Fulham,22.25,34.375
2014,Cardiff,Crystal Palace,91.25,27.5
2014,Chelsea,Stoke,42.875,84
2014,Hull,Swansea,94,84.375
2014,Man City,Southampton,31.875,84.875
2014,Newcastle,Man United,94.875,44.75
2014,Norwich,West Brom,94.5,45.375
2014,Everton,Arsenal,42.625,44.875
2014,West Ham,Liverpool,48,50.625
2014,Tottenham,Sunderland,28.25,53.75
2014,Crystal Palace,Aston Villa,54.625,43.625
2014,Fulham,Norwich,57.5,84.5
2014,Southampton,Cardiff,60.125,89.75
2014,Stoke,Newcastle,45,60.25
2014,Sunderland,Everton,49.625,25.375
2014,West Brom,Tottenham,44.125,46.625
2014,Liverpool,Man City,60.875,57.625
2014,Swansea,Chelsea,86.25,41.375
2014,Arsenal,West Ham,42.75,50.125
2014,Everton,Crystal Palace,53.5,53.625
2014,Man City,Sunderland,22.875,67.25
2014,Aston Villa,Southampton,66.5,87.375
2014,Cardiff,Stoke,85.125,76
2014,Chelsea,Sunderland,66.375,47.75
2014,Newcastle,Swansea,92.375,37.5
2014,Tottenham,Fulham,54.625,49.75
2014,West Ham,Crystal Palace,34,41.625
2014,Everton,Man United,53.625,76.875
2014,Hull,Arsenal,60.125,49
2014,Norwich,Liverpool,79.875,38.5
2014,Man City,West Brom,24.875,60.125
2014,Fulham,Hull,40.875,52.125
2014,Man United,Norwich,51.625,33.125
2014,Southampton,Everton,90.75,26.875
2014,Stoke,Tottenham,75.5,48.125
2014,Swansea,Aston Villa,77.125,51.5
2014,West Brom,West Ham,24.375,45
2014,Crystal Palace,Man City,57,49
2014,Liverpool,Chelsea,50.125,41.75
2014,Sunderland,Cardiff,32.125,86
2014,Arsenal,Newcastle,55.875,91.5
2014,Aston Villa,Hull,45.125,85.25
2014,Everton,Man City,42.125,30.25
2014,Man United,Sunderland,50.625,48.125
2014,Newcastle,Cardiff,69.625,73.625
2014,Stoke,Fulham,63.875,54.625
2014,Swansea,Southampton,73.5,67.625
2014,West Ham,Tottenham,60.625,59.5
2014,Arsenal,West Brom,66.125,59.625
2014,Chelsea,Norwich,39.5,42.875
2014,Crystal Palace,Liverpool,29.75,33.125
2014,Man United,Hull,54.5,90.125
2014,Man City,Aston Villa,35.625,57
2014,Sunderland,West Brom,35.125,25.75
2014,Cardiff,Chelsea,89.25,61.375
2014,Fulham,Crystal Palace,54.375,28.625
2014,Hull,Everton,49.25,22.25
2014,Liverpool,Newcastle,58.375,87.625
2014,Man City,West Ham,48.625,47.375
2014,Norwich,Arsenal,53.625,60.25
2014,Southampton,Man United,91.5,61.375
2014,Sunderland,Swansea,38.875,85
2014,Tottenham,Aston Villa,51.125,30
2014,West Brom,Stoke,33.625,80.375
2015,Arsenal,Crystal Palace,51.875,50.25
2015,Leicester,Everton,90.25,78.5
2015,Man United,Swansea,91.625,75.375
2015,QPR,Hull,72.875,90.25
2015,Stoke,Aston Villa,85.75,73
2015,West Brom,Sunderland,65.25,88.125
2015,West Ham,Tottenham,69.25,65.75
2015,Liverpool,Southampton,73.375,93.625
2015,Newcastle,Man City,91.625,29.25
2015,Burnley,Chelsea,62.625,85
2015,Aston Villa,Newcastle,55.625,59.875
2015,Chelsea,Leicester,59.125,71.5
2015,Crystal Palace,West Ham,28.125,37.75
2015,Everton,Arsenal,52.25,68
2015,Southampton,West Brom,39.5,43.75
2015,Swansea,Burnley,26.5,28.375
2015,Hull,Stoke,87.625,62.875
2015,Sunderland,Man United,71.5,56.75
2015,Tottenham,QPR,55,49.75
2015,Man City,Liverpool,40.125,66.875
2015,Burnley,Man United,66.75,73
2015,Everton,Chelsea,31.75,68.625
2015,Man City,Stoke,33.5,72.625
2015,Newcastle,Crystal Palace,77.5,60.75
2015,QPR,Sunderland,33.5,28.125
2015,Swansea,West Brom,76.125,53.25
2015,West Ham,Southampton,66.5,85.375
2015,Aston Villa,Hull,42,81
2015,Leicester,Arsenal,55.5,52.75
2015,Tottenham,Liverpool,56.875,60.75
2015,Arsenal,Man City,86.5,73.375
2015,Chelsea,Swansea,89.125,79.5
2015,Crystal Palace,Burnley,79.25,88.375
2015,Liverpool,Aston Villa,91.875,75.125
2015,Southampton,Newcastle,90.875,94.75
2015,Stoke,Leicester,88.875,94.875
2015,Sunderland,Tottenham,89.375,88.875
2015,West Brom,Everton,67.375,82.25
2015,Man United,QPR,80.625,43
2015,Hull,West Ham,95.75,75.125
2015,Aston Villa,Arsenal,27,48.625
2015,Burnley,Sunderland,67.25,63.25
2015,Newcastle,Hull,90.375,62.5
2015,QPR,Stoke,21.125,74.375
2015,Swansea,Southampton,36.75,86.75
2015,West Ham,Liverpool,38.875,74.125
2015,Everton,Crystal Palace,53.125,64
2015,Leicester,Man United,74.125,41.625
2015,Man City,Chelsea,33.5,61.25
2015,Tottenham,West Brom,63.125,42.375
2015,Arsenal,Tottenham,60.875,61.5
2015,Chelsea,Aston Villa,46.875,24.5
2015,Crystal Palace,Leicester,49.25,33.5
2015,Hull,Man City,83.25,28
2015,Liverpool,Everton,69.5,59
2015,Man United,West Ham,38.5,28.375
2015,Southampton,QPR,53.25,30.75
2015,Sunderland,Swansea,80.5,76.625
2015,West Brom,Burnley,32.5,67.375
2015,Stoke,Newcastle,92.625,91.875
2015,Aston Villa,Man City,26.625,57.625
2015,Hull,Crystal Palace,75.375,57.125
2015,Leicester,Burnley,85.375,47.125
2015,Liverpool,West Brom,62.375,32.75
2015,Sunderland,Stoke,76.75,59.5
2015,Swansea,Newcastle,85.375,77.5
2015,Chelsea,Arsenal,61.75,46.125
2015,Man United,Everton,44.25,28.875
2015,Tottenham,Southampton,45.5,82.125
2015,West Ham,QPR,23.75,46.875
2015,Arsenal,Hull,88.25,92.375
2015,Burnley,West Ham,90,81.875
2015,Crystal Palace,Chelsea,65.625,90.75
2015,Everton,Aston Villa,88.375,83.25
2015,Man City,Tottenham,81.875,86.375
2015,Newcastle,Leicester,96.125,94.75
2015,Southampton,Sunderland,95.5,91
2015,QPR,Liverpool,52,80.625
2015,Stoke,Swansea,88.375,94.75
2015,West Brom,Man United,42.25,78.375
2015,Liverpool,Hull,47,54.75
2015,Southampton,Stoke,64.5,57.625
2015,Sunderland,Arsenal,56.625,62.625
2015,Swansea,Leicester,60.25,72.25
2015,West Brom,Crystal Palace,22,26.5
2015,West Ham,Man City,54.125,40.125
2015,Burnley,Everton,59.125,41
2015,Man United,Chelsea,54.75,73.25
2015,Tottenham,Newcastle,46.875,80.125
2015,QPR,Aston Villa,21.125,69.75
2015,Arsenal,Burnley,57.75,47.25
2015,Chelsea,QPR,37,34.125
2015,Everton,Swansea,47.375,46.75
2015,Hull,Southampton,56.5,77.25
2015,Leicester,West Brom,84.5,55.375
2015,Newcastle,Liverpool,78.875,78.125
2015,Stoke,West Ham,79.625,27.25
2015,Aston Villa,Tottenham,35.75,46.75
2015,Man City,Man United,53.5,35.25
2015,Crystal Palace,Sunderland,75.375,73.25
2015,Burnley,Hull,30.5,85
2015,Liverpool,Chelsea,52.625,58.125
2015,Man United,Crystal Palace,30.875,42.25
2015,QPR,Man City,24.625,24.5
2015,Southampton,Leicester,81,90.625
2015,West Ham,Aston Villa,49.875,29.125
2015,Sunderland,Everton,54.375,50.25
2015,Swansea,Arsenal,77.25,63.375
2015,Tottenham,Stoke,47.125,73.25
2015,West Brom,Newcastle,54.25,60
2015,Arsenal,Man United,78.25,85.125
2015,Chelsea,West Brom,81.375,56.5
2015,Everton,West Ham,80.5,83.125
2015,Leicester,Sunderland,95.25,93.25
2015,Man City,Swansea,88.625,92.125
2015,Newcastle,QPR,95.125,84
2015,Stoke,Burnley,91.25,91.75
2015,Crystal Palace,Liverpool,59.625,81.75
2015,Hull,Tottenham,92.625,83
2015,Aston Villa,Southampton,59.25,83.125
2015,Burnley,Aston Villa,80.625,33
2015,Liverpool,Stoke,70.125,86
2015,Man United,Hull,40.75,69
2015,QPR,Leicester,39.875,93.875
2015,Sunderland,Chelsea,90.875,74.125
2015,Swansea,Crystal Palace,59.625,24.25
2015,West Brom,Arsenal,25.75,42.375
2015,West Ham,Newcastle,47.25,84
2015,Southampton,Man City,62.625,50.25
2015,Tottenham,Everton,59.75,56.25
2015,Burnley,Newcastle,63.25,89.75
2015,Crystal Palace,Aston Villa,61.375,36
2015,Leicester,Liverpool,88.75,82.875
2015,Man United,Stoke,59.75,50.5
2015,Swansea,QPR,80.25,45.375
2015,West Brom,West Ham,22.375,47.625
2015,Arsenal,Southampton,65.875,49.5
2015,Chelsea,Tottenham,69.75,56.875
2015,Everton,Hull,43.75,45.125
2015,Sunderland,Man City,37.75,56.5
2015,Hull,West Brom,46.375,23.25
2015,Liverpool,Sunderland,82.375,43
2015,Man City,Everton,47.125,44
2015,Newcastle,Chelsea,92.5,69.5
2015,QPR,Burnley,52.875,59.75
2015,Stoke,Arsenal,43.75,68.25
2015,Tottenham,Crystal Palace,51.375,58.375
2015,Aston Villa,Leicester,64.75,66.625
2015,West Ham,Swansea,55.5,79.625
2015,Southampton,Man United,57.25,65.75
2015,Arsenal,Newcastle,66,52.75
2015,Burnley,Southampton,70.625,39
2015,Chelsea,Hull,56.125,91.375
2015,Crystal Palace,Stoke,50,38.875
2015,Leicester,Man City,70,58
2015,Sunderland,West Ham,44.625,36.5
2015,West Brom,Aston Villa,48.625,34.375
2015,Man United,Liverpool,57.875,77.125
2015,Swansea,Tottenham,59.875,40.125
2015,Everton,QPR,52.375,73.375
2015,Aston Villa,Man United,58.125,40.625
2015,Hull,Swansea,59.5,55.5
2015,Man City,Crystal Palace,64.5,53.875
2015,QPR,West Brom,32,43.75
2015,Southampton,Everton,84.625,40.75
2015,Tottenham,Burnley,65.375,58.25
2015,West Ham,Leicester,54.75,68.5
2015,Liverpool,Arsenal,48.875,61.625
2015,Newcastle,Sunderland,68.125,72.75
2015,Stoke,Chelsea,79.875,84
2015,Arsenal,QPR,42,56.75
2015,Burnley,Liverpool,61.375,53.25
2015,Chelsea,West Ham,68.25,64.125
2015,Crystal Palace,Southampton,31.5,72.25
2015,Everton,Stoke,54.125,36.5
2015,Leicester,Tottenham,78.25,71.125
2015,Man United,Newcastle,56.5,61.25
2015,Sunderland,Hull,36,82.625
2015,Swansea,Aston Villa,75,22.25
2015,West Brom,Man City,61.375,46.875
2015,Aston Villa,Sunderland,22.75,38.375
2015,Hull,Leicester,82.875,83.125
2015,Man City,Burnley,49.5,36.375
2015,Newcastle,Everton,57.875,57
2015,QPR,Crystal Palace,26.75,37.875
2015,Southampton,Chelsea,74,74.25
2015,Stoke,West Brom,38.75,32.75
2015,Tottenham,Man United,65.5,61.125
2015,West Ham,Arsenal,32.5,49.25
2015,Liverpool,Swansea,55.125,74.375
2015,Aston Villa,Crystal Palace,62.625,61.375
2015,Hull,Everton,80.25,48
2015,Liverpool,Leicester,73.5,82.75
2015,Man City,Sunderland,54.5,74.125
2015,Newcastle,Burnley,61,41.125
2015,QPR,Swansea,27.875,43.875
2015,Southampton,Arsenal,42,67.625
2015,Stoke,Man United,80.875,65.375
2015,Tottenham,Chelsea,30.75,67.25
2015,West Ham,West Brom,39.125,46
2015,Burnley,QPR,35.375,45.875
2015,Chelsea,Newcastle,74.75,84
2015,Crystal Palace,Tottenham,53.25,48.375
2015,Everton,Man City,48.125,59
2015,Leicester,Aston Villa,80.875,55.75
2015,Sunderland,Liverpool,67.875,82
2015,Swansea,West Ham,81.125,45.75
2015,West Brom,Hull,56.875,57.5
2015,Arsenal,Stoke,69.375,80.625
2015,Man United,Southampton,68.375,77.625
2015,Aston Villa,Liverpool,68.5,77.5
2015,Burnley,Crystal Palace,44.625,30.5
2015,Leicester,Stoke,83,41
2015,Newcastle,Southampton,70,42
2015,QPR,Man United,58.125,54.75
2015,Swansea,Chelsea,81.875,63.125
2015,Tottenham,Sunderland,63.125,40.875
2015,Man City,Arsenal,56.5,63.75
2015,West Ham,Hull,47.5,94
2015,Everton,West Brom,45,69.125
2015,Chelsea,Man City,64.25,51.375
2015,Crystal Palace,Everton,50.625,91.125
2015,Hull,Newcastle,95.5,91.875
2015,Liverpool,West Ham,61.625,47.75
2015,Man United,Leicester,65.5,82.125
2015,Stoke,QPR,70.625,86.5
2015,Sunderland,Burnley,18,90.625
2015,West Brom,Tottenham,56.125,60.875
2015,Arsenal,Aston Villa,62.25,49.875
2015,Southampton,Swansea,83.125,65.5
2015,Aston Villa,Chelsea,28.25,45.875
2015,Everton,Liverpool,67.25,79.375
2015,Leicester,Crystal Palace,50.625,55.625
2015,Man City,Hull,26.5,76.375
2015,QPR,Southampton,63.75,59
2015,Swansea,Sunderland,53.875,49.375
2015,Tottenham,Arsenal,73.875,56.125
2015,Burnley,West Brom,73,49
2015,Newcastle,Stoke,88.875,82.375
2015,West Ham,Man United,34,63.375
2015,Arsenal,Leicester,49.75,85.125
2015,Hull,Aston Villa,74.75,33.25
2015,Liverpool,Tottenham,72.25,29.625
2015,Sunderland,QPR,54,63
2015,Chelsea,Everton,63.75,27.625
2015,Crystal Palace,Newcastle,59.125,83.25
2015,Man United,Burnley,59,52.625
2015,Southampton,West Ham,83.375,25.375
2015,Stoke,Man City,66.75,48.875
2015,West Brom,Swansea,43.375,87
2015,Aston Villa,Stoke,44.125,74.75
2015,Chelsea,Burnley,40.375,83.5
2015,Crystal Palace,Arsenal,25.5,57.25
2015,Hull,QPR,91.125,79.125
2015,Man City,Newcastle,90,94
2015,Sunderland,West Brom,74,32.25
2015,Swansea,Man United,84.125,61.375
2015,Everton,Leicester,51.125,82.875
2015,Southampton,Liverpool,87.375,63.75
2015,Tottenham,West Ham,53,49.375
2015,Burnley,Swansea,33,36.75
2015,Man United,Sunderland,55.25,78.625
2015,Newcastle,Aston Villa,73.625,43.625
2015,Stoke,Hull,76.5,87.125
2015,West Brom,Southampton,45.5,44
2015,West Ham,Crystal Palace,31.375,27
2015,Arsenal,Everton,48.875,51
2015,Liverpool,Man City,57.625,35.75
2015,Aston Villa,West Brom,54.125,43.125
2015,Hull,Sunderland,93.125,44.625
2015,Southampton,Crystal Palace,78.625,40.25
2015,Liverpool,Burnley,60.125,73.875
2015,Man City,Leicester,40.125,90.375
2015,Newcastle,Man United,83.625,60.875
2015,QPR,Arsenal,64.25,51
2015,Stoke,Everton,83.75,29.375
2015,Tottenham,Swansea,28.875,86.125
2015,West Ham,Chelsea,42.75,49.25
2015,QPR,Tottenham,29.25,27.25
2015,Arsenal,West Ham,42.625,82.75
2015,Burnley,Man City,90.125,88.5
2015,Crystal Palace,QPR,85.25,26.75
2015,Leicester,Hull,96.125,92.125
2015,Sunderland,Aston Villa,92.375,38.375
2015,West Brom,Stoke,33.75,92.375
2015,Chelsea,Southampton,38.75,93.625
2015,Everton,Newcastle,41.625,93.875
2015,Man United,Tottenham,40.5,50.75
2015,Swansea,Liverpool,87.625,58.875
2015,Aston Villa,Swansea,47.25,40.75
2015,Man City,West Brom,39.375,42.5
2015,Newcastle,Arsenal,86.75,45.875
2015,Southampton,Burnley,47.125,33.5
2015,Stoke,Crystal Palace,87.75,34
2015,Tottenham,Leicester,31.25,92.375
2015,West Ham,Sunderland,26.75,74
2015,Hull,Chelsea,96.375,53.875
2015,Liverpool,Man United,72.875,51.875
2015,QPR,Everton,29.875,52.25
2015,Arsenal,Liverpool,79.375,68.375
2015,Chelsea,Stoke,90.375,86
2015,Everton,Southampton,76.625,91.125
2015,Leicester,West Ham,91.75,83.5
2015,Man United,Aston Villa,89.125,65
2015,Swansea,Hull,87.375,90.625
2015,West Brom,QPR,79.75,82.75
2015,Burnley,Tottenham,83.125,74.625
2015,Sunderland,Newcastle,93.625,95.375
2015,Crystal Palace,Man City,67,57
2015,Aston Villa,QPR,23.75,43
2015,Burnley,Arsenal,36,38.375
2015,Southampton,Hull,82.625,87.875
2015,Sunderland,Crystal Palace,41.875,28.75
2015,Swansea,Everton,85.125,47.875
2015,Tottenham,Aston Villa,41,29.375
2015,West Brom,Leicester,44.625,84.75
2015,West Ham,Stoke,53.5,40.875
2015,Man United,Man City,56.875,47.125
2015,QPR,Chelsea,35.625,56.375
2015,Liverpool,Newcastle,72.75,65.75
2015,Chelsea,Man United,56.375,33.25
2015,Crystal Palace,West Brom,54.25,35.75
2015,Everton,Burnley,42.25,27.125
2015,Leicester,Swansea,86.75,62.375
2015,Stoke,Southampton,82,86.625
2015,Man City,West Ham,24,56
2015,Newcastle,Tottenham,65.25,47.625
2015,Burnley,Leicester,56.625,86.25
2015,Crystal Palace,Hull,45.5,95.875
2015,Man City,Aston Villa,42.625,20.25
2015,Newcastle,Swansea,76.875,82.5
2015,QPR,West Ham,74.625,36
2015,Southampton,Tottenham,92.375,45.125
2015,Stoke,Sunderland,77.625,90.125
2015,West Brom,Liverpool,43.25,49
2015,Arsenal,Chelsea,47.75,34.25
2015,Everton,Man United,58.875,35.625
2015,Hull,Liverpool,88.375,75.875
2015,Leicester,Chelsea,75.125,39.625
2015,Aston Villa,Everton,35,22.375
2015,Leicester,Newcastle,60.625,88.375
2015,Liverpool,QPR,80,41.625
2015,Man United,West Brom,50,27.125
2015,Sunderland,Southampton,80.625,67.25
2015,Swansea,Stoke,80.375,83.875
2015,West Ham,Burnley,53.625,51.875
2015,Chelsea,Crystal Palace,45,57.75
2015,Tottenham,Man City,49.75,44.5
2015,Hull,Arsenal,51.875,33
2015,Aston Villa,West Ham,44.5,50.25
2015,Crystal Palace,Man United,23.875,52.125
2015,Everton,Sunderland,48.625,71.75
2015,Hull,Burnley,55.375,68.625
2015,Leicester,Southampton,68,82.875
2015,Newcastle,West Brom,76.75,21
2015,Stoke,Tottenham,81,40.875
2015,Chelsea,Liverpool,48.5,71.625
2015,Man City,QPR,42.125,24.875
2015,Arsenal,Swansea,64.5,88.625
2015,Burnley,Stoke,55.75,68.375
2015,Liverpool,Crystal Palace,56.75,24.875
2015,QPR,Newcastle,25.25,78.875
2015,Southampton,Aston Villa,85.375,46.5
2015,Sunderland,Leicester,50.125,73.125
2015,Tottenham,Hull,61.375,76
2015,West Ham,Everton,52.625,37.25
2015,Man United,Arsenal,66,62
2015,Swansea,Man City,44.625,45.375
2015,West Brom,Chelsea,59.875,50.125
2015,Arsenal,Sunderland,39.625,65
2015,Arsenal,West Brom,44.125,29.875
2015,Aston Villa,Burnley,36.5,67.625
2015,Chelsea,Sunderland,72.25,48.75
2015,Crystal Palace,Swansea,25.125,52.125
2015,Everton,Tottenham,59.875,55.75
2015,Hull,Man United,64.875,47.625
2015,Leicester,QPR,73.125,34.25
2015,Man City,Southampton,47.75,61.25
2015,Newcastle,West Ham,80.625,58.625
2015,Stoke,Liverpool,88.375,60
2015,,,,
2016,Bournemouth,Aston Villa,82.75,85.625
2016,Chelsea,Swansea,40.875,88.875
2016,Everton,Watford,66.625,83.875
2016,Leicester,Sunderland,93.25,87.5
2016,Man United,Tottenham,84.125,47.25
2016,Norwich,Crystal Palace,90.875,83.875
2016,Arsenal,West Ham,43.125,62.375
2016,Newcastle,Southampton,94.75,86.125
2016,Stoke,Liverpool,78.5,83.25
2016,West Brom,Man City,46.5,75.5
2016,Aston Villa,Man United,61.875,53.875
2016,Southampton,Everton,72.625,47
2016,Sunderland,Norwich,67.25,80
2016,Swansea,Newcastle,35.125,70.625
2016,Tottenham,Stoke,27.5,37
2016,Watford,West Brom,47.25,28.625
2016,West Ham,Leicester,27.75,82.25
2016,Crystal Palace,Arsenal,48.375,54
2016,Man City,Chelsea,46.125,56.5
2016,Liverpool,Bournemouth,57.75,86.125
2016,Crystal Palace,Aston Villa,23.25,25.375
2016,Leicester,Tottenham,78,57.25
2016,Man United,Newcastle,74.125,90.5
2016,Norwich,Stoke,85.5,56.75
2016,Sunderland,Swansea,71.125,68.625
2016,West Ham,Bournemouth,49.5,48.625
2016,Everton,Man City,44.375,28.875
2016,Watford,Southampton,72.375,66.75
2016,West Brom,Chelsea,56.375,52.375
2016,Arsenal,Liverpool,68.25,65.5
2016,Aston Villa,Sunderland,67.625,69.625
2016,Bournemouth,Leicester,57.5,69.375
2016,Chelsea,Crystal Palace,56.25,53.875
2016,Liverpool,West Ham,54.75,52.875
2016,Man City,Watford,44,60.625
2016,Newcastle,Arsenal,52,56.5
2016,Stoke,West Brom,75,21.125
2016,Tottenham,Everton,69,38.625
2016,Southampton,Norwich,81.875,83.375
2016,Swansea,Man United,77.25,69.5
2016,Arsenal,Stoke,88.375,84.375
2016,Crystal Palace,Man City,81.625,84.125
2016,Everton,Chelsea,75.625,93.25
2016,Man United,Liverpool,81.875,87.375
2016,Norwich,Bournemouth,93.375,91.375
2016,Watford,Swansea,91.75,88.875
2016,West Brom,Southampton,75.875,94.625
2016,Leicester,Aston Villa,89.5,77.375
2016,Sunderland,Tottenham,84.75,77.125
2016,West Ham,Newcastle,73.25,92.75
2016,Aston Villa,West Brom,35.25,54
2016,Bournemouth,Sunderland,83.5,51.5
2016,Chelsea,Arsenal,53.75,63.75
2016,Man City,West Ham,50.25,35
2016,Newcastle,Watford,71.875,65.5
2016,Stoke,Leicester,40.875,63.625
2016,Swansea,Everton,76.125,22.5
2016,Liverpool,Norwich,45.25,85.375
2016,Southampton,Man United,84.25,45.625
2016,Tottenham,Crystal Palace,53.125,29.125
2016,Leicester,Arsenal,81,37.875
2016,Liverpool,Aston Villa,70.375,47.375
2016,Man United,Sunderland,55.375,67.375
2016,Newcastle,Chelsea,87.25,40
2016,Southampton,Swansea,40,69
2016,Stoke,Bournemouth,77.75,80.375
2016,Tottenham,Man City,47.125,41.625
2016,West Ham,Norwich,32.875,43.5
2016,Watford,Crystal Palace,63.375,36.75
2016,West Brom,Everton,76.5,60.125
2016,Aston Villa,Stoke,26.625,70.75
2016,Bournemouth,Watford,88.125,46.875
2016,Chelsea,Southampton,62.25,83.375
2016,Crystal Palace,West Brom,39.5,25.875
2016,Man City,Newcastle,35.875,58.25
