Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season,Squad_Home,Age_Home,Foreigners_Home,Total Market Value_Home,Average Market Value_Home,Squad_Away,Age_Away,Foreigners_Away,Total Market Value_Away,Average Market Value_Away
E0,2014-04-27,Sunderland,Cardiff,4.0,0.0,H,2.0,0.0,H,P Dowd,21.0,6.0,7.0,1.0,10.0,11.0,11.0,5.0,5.0,3.0,0.0,1.0,1.91,3.75,4.33,2014,37,24.9,28,151250000.0,4090000.0,39,24.6,36,92350000.0,2370000.0
E0,2014-04-28,Arsenal,Newcastle,3.0,0.0,H,2.0,0.0,H,N Swarbrick,20.0,8.0,8.0,3.0,9.0,8.0,14.0,0.0,3.0,2.0,0.0,0.0,1.29,6.0,12.0,2014,37,23.8,30,332700000.0,8990000.0,33,24.4,26,188850000.0,5720000.0
E0,2014-05-03,Aston Villa,Hull,3.0,1.0,H,3.0,1.0,H,M Dean,15.0,7.0,9.0,2.0,14.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,2.5,3.3,3.1,2014,34,24.0,20,116300000.0,3420000.0,33,26.4,22,69900000.0,2120000.0
E0,2014-05-03,Everton,Man City,2.0,3.0,A,1.0,2.0,A,L Probert,9.0,18.0,4.0,6.0,3.0,9.0,4.0,3.0,0.0,3.0,0.0,0.0,5.0,4.0,1.75,2014,30,25.9,22,217500000.0,7250000.0,27,25.7,21,479000000.0,17740000.0
E0,2014-05-03,Man United,Sunderland,0.0,1.0,A,0.0,1.0,A,H Webb,17.0,8.0,2.0,1.0,11.0,12.0,8.0,0.0,2.0,1.0,0.0,0.0,1.36,5.75,8.5,2014,34,24.9,24,511750000.0,15050000.0,37,24.9,28,151250000.0,4090000.0
E0,2014-05-03,Newcastle,Cardiff,3.0,0.0,H,1.0,0.0,H,M Atkinson,22.0,16.0,6.0,3.0,9.0,6.0,10.0,6.0,1.0,0.0,0.0,0.0,2.05,3.6,3.8,2014,33,24.4,26,188850000.0,5720000.0,39,24.6,36,92350000.0,2370000.0
E0,2014-05-03,Stoke,Fulham,4.0,1.0,H,1.0,0.0,H,C Foy,23.0,10.0,8.0,2.0,9.0,13.0,3.0,5.0,0.0,2.0,0.0,0.0,2.3,3.6,3.25,2014,29,26.1,20,126000000.0,4340000.0,44,25.4,33,148350000.0,3370000.0
E0,2014-05-03,Swansea,Southampton,0.0,1.0,A,0.0,0.0,D,A Taylor,12.0,18.0,3.0,4.0,11.0,5.0,3.0,5.0,1.0,1.0,0.0,0.0,2.5,3.4,3.0,2014,31,25.5,27,118580000.0,3830000.0,31,23.9,16,102500000.0,3310000.0
E0,2014-05-03,West Ham,Tottenham,2.0,0.0,H,2.0,0.0,H,P Dowd,20.0,12.0,8.0,3.0,10.0,16.0,10.0,6.0,0.0,4.0,0.0,1.0,4.33,3.75,1.91,2014,42,25.3,22,128250000.0,3050000.0,36,23.4,21,296000000.0,8220000.0
E0,2014-05-04,Arsenal,West Brom,1.0,0.0,H,1.0,0.0,H,M Jones,15.0,11.0,4.0,1.0,9.0,6.0,9.0,10.0,2.0,2.0,0.0,0.0,1.29,6.0,13.0,2014,37,23.8,30,332700000.0,8990000.0,30,26.6,21,91950000.0,3070000.0
E0,2014-05-04,Chelsea,Norwich,0.0,0.0,D,0.0,0.0,D,N Swarbrick,23.0,6.0,4.0,3.0,9.0,17.0,5.0,2.0,1.0,3.0,0.0,0.0,1.2,7.5,17.0,2014,48,23.8,40,582980000.0,12150000.0,29,26.2,17,95750000.0,3300000.0
E0,2014-05-05,Crystal Palace,Liverpool,3.0,3.0,D,0.0,1.0,A,M Clattenburg,10.0,26.0,6.0,9.0,7.0,12.0,7.0,7.0,2.0,3.0,0.0,0.0,9.0,5.0,1.4,2014,41,26.2,24,64250000.0,1570000.0,31,23.8,22,272500000.0,8790000.0
E0,2014-05-06,Man United,Hull,3.0,1.0,H,1.0,0.0,H,C Pawson,18.0,2.0,7.0,2.0,13.0,9.0,8.0,0.0,1.0,1.0,0.0,0.0,1.36,5.5,9.0,2014,34,24.9,24,511750000.0,15050000.0,33,26.4,22,69900000.0,2120000.0
E0,2014-05-07,Man City,Aston Villa,4.0,0.0,H,0.0,0.0,D,M Oliver,18.0,5.0,9.0,0.0,8.0,9.0,7.0,2.0,1.0,2.0,0.0,0.0,1.14,9.5,21.0,2014,27,25.7,21,479000000.0,17740000.0,34,24.0,20,116300000.0,3420000.0
E0,2014-05-07,Sunderland,West Brom,2.0,0.0,H,2.0,0.0,H,L Mason,10.0,13.0,4.0,3.0,14.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,2.1,3.2,4.2,2014,37,24.9,28,151250000.0,4090000.0,30,26.6,21,91950000.0,3070000.0
E0,2014-05-11,Cardiff,Chelsea,1.0,2.0,A,1.0,0.0,H,M Oliver,10.0,28.0,4.0,7.0,7.0,9.0,3.0,8.0,1.0,2.0,0.0,0.0,8.0,4.75,1.44,2014,39,24.6,36,92350000.0,2370000.0,48,23.8,40,582980000.0,12150000.0
E0,2014-05-11,Fulham,Crystal Palace,2.0,2.0,D,0.0,1.0,A,K Friend,15.0,15.0,5.0,6.0,11.0,15.0,6.0,4.0,3.0,1.0,0.0,0.0,2.63,3.5,2.8,2014,44,25.4,33,148350000.0,3370000.0,41,26.2,24,64250000.0,1570000.0
E0,2014-05-11,Hull,Everton,0.0,2.0,A,0.0,1.0,A,H Webb,12.0,11.0,3.0,4.0,8.0,8.0,6.0,4.0,0.0,1.0,0.0,0.0,4.0,3.6,2.0,2014,33,26.4,22,69900000.0,2120000.0,30,25.9,22,217500000.0,7250000.0
E0,2014-05-11,Liverpool,Newcastle,2.0,1.0,H,0.0,1.0,A,P Dowd,13.0,8.0,5.0,2.0,8.0,16.0,6.0,2.0,1.0,3.0,0.0,2.0,1.22,7.5,13.0,2014,31,23.8,22,272500000.0,8790000.0,33,24.4,26,188850000.0,5720000.0
E0,2014-05-11,Man City,West Ham,2.0,0.0,H,1.0,0.0,H,M Atkinson,28.0,3.0,7.0,0.0,7.0,9.0,12.0,1.0,2.0,2.0,0.0,0.0,1.17,9.0,17.0,2014,27,25.7,21,479000000.0,17740000.0,42,25.3,22,128250000.0,3050000.0
E0,2014-05-11,Norwich,Arsenal,0.0,2.0,A,0.0,0.0,D,L Mason,11.0,14.0,5.0,8.0,6.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,4.5,3.8,1.85,2014,29,26.2,17,95750000.0,3300000.0,37,23.8,30,332700000.0,8990000.0
E0,2014-05-11,Southampton,Man United,1.0,1.0,D,1.0,0.0,H,M Dean,15.0,8.0,6.0,2.0,16.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,2.63,3.5,2.8,2014,31,23.9,16,102500000.0,3310000.0,34,24.9,24,511750000.0,15050000.0
E0,2014-05-11,Sunderland,Swansea,1.0,3.0,A,0.0,2.0,A,C Foy,20.0,8.0,4.0,4.0,14.0,15.0,6.0,3.0,2.0,3.0,0.0,0.0,2.3,3.4,3.4,2014,37,24.9,28,151250000.0,4090000.0,31,25.5,27,118580000.0,3830000.0
E0,2014-05-11,Tottenham,Aston Villa,3.0,0.0,H,3.0,0.0,H,J Moss,12.0,4.0,6.0,1.0,11.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,1.5,4.5,7.5,2014,36,23.4,21,296000000.0,8220000.0,34,24.0,20,116300000.0,3420000.0
E0,2014-05-11,West Brom,Stoke,1.0,2.0,A,0.0,1.0,A,L Probert,17.0,15.0,4.0,4.0,4.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,2.1,3.6,3.75,2014,30,26.6,21,91950000.0,3070000.0,29,26.1,20,126000000.0,4340000.0
E0,2014-08-16,Arsenal,Crystal Palace,2.0,1.0,H,1.0,1.0,D,J Moss,14.0,4.0,6.0,2.0,13.0,19.0,9.0,3.0,2.0,2.0,0.0,1.0,1.25,6.5,15.0,2015,42,23.0,29,404350000.0,9630000.0,42,26.0,25,89300000.0,2130000.0
E0,2014-08-16,Leicester,Everton,2.0,2.0,D,1.0,2.0,A,M Jones,11.0,13.0,3.0,3.0,16.0,10.0,3.0,6.0,1.0,1.0,0.0,0.0,3.2,3.4,2.4,2015,37,25.9,18,55850000.0,1510000.0,40,24.3,19,177500000.0,4440000.0
E0,2014-08-16,Man United,Swansea,1.0,2.0,A,0.0,1.0,A,M Dean,14.0,5.0,5.0,4.0,14.0,20.0,4.0,0.0,2.0,4.0,0.0,0.0,1.36,5.0,11.0,2015,43,23.9,25,522400000.0,12150000.0,36,24.3,30,107700000.0,2990000.0
E0,2014-08-16,QPR,Hull,0.0,1.0,A,0.0,0.0,D,C Pawson,19.0,11.0,6.0,4.0,10.0,10.0,8.0,9.0,1.0,2.0,0.0,0.0,2.5,3.3,3.1,2015,41,25.1,24,115050000.0,2810000.0,35,26.1,24,122250000.0,3490000.0
E0,2014-08-16,Stoke,Aston Villa,0.0,1.0,A,0.0,0.0,D,A Taylor,12.0,7.0,2.0,2.0,14.0,9.0,2.0,8.0,0.0,3.0,0.0,0.0,1.95,3.5,4.5,2015,30,26.4,23,128850000.0,4300000.0,38,24.3,20,127000000.0,3340000.0
E0,2014-08-16,West Brom,Sunderland,2.0,2.0,D,1.0,1.0,D,N Swarbrick,10.0,7.0,5.0,2.0,18.0,9.0,6.0,3.0,3.0,1.0,0.0,0.0,2.25,3.4,3.5,2015,34,25.5,21,100600000.0,2960000.0,34,24.8,20,115250000.0,3390000.0
E0,2014-08-16,West Ham,Tottenham,0.0,1.0,A,0.0,0.0,D,C Foy,18.0,10.0,4.0,4.0,12.0,10.0,8.0,5.0,1.0,0.0,1.0,1.0,3.8,3.6,2.05,2015,36,24.8,22,123000000.0,3420000.0,42,23.7,25,298250000.0,7100000.0
E0,2014-08-17,Liverpool,Southampton,2.0,1.0,H,1.0,0.0,H,M Clattenburg,12.0,12.0,5.0,6.0,8.0,11.0,2.0,6.0,1.0,2.0,0.0,0.0,1.33,5.75,10.0,2015,35,23.4,21,285000000.0,8140000.0,37,23.5,20,150400000.0,4060000.0
E0,2014-08-17,Newcastle,Man City,0.0,2.0,A,0.0,1.0,A,M Atkinson,12.0,13.0,0.0,5.0,8.0,11.0,3.0,3.0,1.0,5.0,0.0,0.0,5.25,4.33,1.67,2015,42,22.9,26,139850000.0,3330000.0,36,25.4,29,478000000.0,13280000.0
E0,2014-08-18,Burnley,Chelsea,1.0,3.0,A,1.0,3.0,A,M Oliver,9.0,11.0,2.0,3.0,6.0,7.0,4.0,3.0,1.0,1.0,0.0,0.0,9.0,5.0,1.4,2015,30,25.5,13,36750000.0,1230000.0,38,23.9,28,526100000.0,13840000.0
E0,2014-08-23,Aston Villa,Newcastle,0.0,0.0,D,0.0,0.0,D,M Dean,9.0,11.0,0.0,4.0,11.0,8.0,7.0,7.0,4.0,0.0,0.0,1.0,2.5,3.4,3.0,2015,38,24.3,20,127000000.0,3340000.0,42,22.9,26,139850000.0,3330000.0
E0,2014-08-23,Chelsea,Leicester,2.0,0.0,H,0.0,0.0,D,L Mason,27.0,6.0,10.0,4.0,11.0,11.0,8.0,7.0,0.0,1.0,0.0,0.0,1.2,7.5,17.0,2015,38,23.9,28,526100000.0,13840000.0,37,25.9,18,55850000.0,1510000.0
E0,2014-08-23,Crystal Palace,West Ham,1.0,3.0,A,0.0,2.0,A,M Clattenburg,9.0,17.0,4.0,8.0,14.0,11.0,6.0,9.0,1.0,3.0,0.0,0.0,2.5,3.3,3.1,2015,42,26.0,25,89300000.0,2130000.0,36,24.8,22,123000000.0,3420000.0
E0,2014-08-23,Everton,Arsenal,2.0,2.0,D,2.0,0.0,H,K Friend,8.0,13.0,2.0,3.0,10.0,18.0,3.0,3.0,1.0,4.0,0.0,0.0,2.8,3.4,2.7,2015,40,24.3,19,177500000.0,4440000.0,42,23.0,29,404350000.0,9630000.0
E0,2014-08-23,Southampton,West Brom,0.0,0.0,D,0.0,0.0,D,R East,8.0,8.0,2.0,2.0,14.0,15.0,1.0,5.0,1.0,2.0,0.0,0.0,1.85,3.7,4.75,2015,37,23.5,20,150400000.0,4060000.0,34,25.5,21,100600000.0,2960000.0
E0,2014-08-23,Swansea,Burnley,1.0,0.0,H,1.0,0.0,H,C Pawson,10.0,12.0,5.0,1.0,14.0,13.0,2.0,3.0,2.0,1.0,0.0,0.0,1.65,4.0,6.0,2015,36,24.3,30,107700000.0,2990000.0,30,25.5,13,36750000.0,1230000.0
E0,2014-08-24,Hull,Stoke,1.0,1.0,D,1.0,0.0,H,J Moss,9.0,19.0,2.0,3.0,10.0,10.0,4.0,5.0,1.0,3.0,1.0,0.0,2.5,3.25,3.2,2015,35,26.1,24,122250000.0,3490000.0,30,26.4,23,128850000.0,4300000.0
E0,2014-08-24,Sunderland,Man United,1.0,1.0,D,1.0,1.0,D,M Atkinson,11.0,10.0,3.0,3.0,10.0,15.0,4.0,4.0,0.0,2.0,0.0,0.0,5.0,4.0,1.75,2015,34,24.8,20,115250000.0,3390000.0,43,23.9,25,522400000.0,12150000.0
E0,2014-08-24,Tottenham,QPR,4.0,0.0,H,3.0,0.0,H,A Taylor,18.0,9.0,5.0,1.0,12.0,6.0,7.0,6.0,0.0,1.0,0.0,0.0,1.45,4.75,8.0,2015,42,23.7,25,298250000.0,7100000.0,41,25.1,24,115050000.0,2810000.0
E0,2014-08-25,Man City,Liverpool,3.0,1.0,H,1.0,0.0,H,M Oliver,9.0,11.0,4.0,3.0,13.0,7.0,6.0,7.0,1.0,1.0,0.0,0.0,1.85,4.0,4.33,2015,36,25.4,29,478000000.0,13280000.0,35,23.4,21,285000000.0,8140000.0
E0,2014-08-30,Burnley,Man United,0.0,0.0,D,0.0,0.0,D,C Foy,9.0,7.0,3.0,2.0,10.0,14.0,3.0,6.0,2.0,2.0,0.0,0.0,6.0,4.2,1.62,2015,30,25.5,13,36750000.0,1230000.0,43,23.9,25,522400000.0,12150000.0
E0,2014-08-30,Everton,Chelsea,3.0,6.0,A,1.0,2.0,A,J Moss,17.0,12.0,7.0,8.0,7.0,16.0,8.0,2.0,1.0,3.0,0.0,0.0,3.75,3.3,2.2,2015,40,24.3,19,177500000.0,4440000.0,38,23.9,28,526100000.0,13840000.0
E0,2014-08-30,Man City,Stoke,0.0,1.0,A,0.0,0.0,D,L Mason,16.0,7.0,2.0,2.0,14.0,5.0,11.0,4.0,2.0,1.0,0.0,0.0,1.18,8.0,18.0,2015,36,25.4,29,478000000.0,13280000.0,30,26.4,23,128850000.0,4300000.0
E0,2014-08-30,Newcastle,Crystal Palace,3.0,3.0,D,1.0,1.0,D,M Jones,18.0,12.0,4.0,7.0,12.0,19.0,11.0,4.0,1.0,3.0,0.0,0.0,1.75,3.75,5.25,2015,42,22.9,26,139850000.0,3330000.0,42,26.0,25,89300000.0,2130000.0
E0,2014-08-30,QPR,Sunderland,1.0,0.0,H,1.0,0.0,H,R Madley,18.0,16.0,5.0,6.0,8.0,9.0,4.0,6.0,1.0,2.0,0.0,0.0,2.4,3.25,3.3,2015,41,25.1,24,115050000.0,2810000.0,34,24.8,20,115250000.0,3390000.0
E0,2014-08-30,Swansea,West Brom,3.0,0.0,H,2.0,0.0,H,P Tierney,15.0,16.0,8.0,2.0,10.0,8.0,0.0,7.0,1.0,2.0,0.0,0.0,1.85,3.6,4.75,2015,36,24.3,30,107700000.0,2990000.0,34,25.5,21,100600000.0,2960000.0
E0,2014-08-30,West Ham,Southampton,1.0,3.0,A,1.0,1.0,D,M Dean,4.0,18.0,2.0,8.0,11.0,13.0,2.0,9.0,2.0,1.0,0.0,0.0,2.8,3.4,2.7,2015,36,24.8,22,123000000.0,3420000.0,37,23.5,20,150400000.0,4060000.0
E0,2014-08-31,Aston Villa,Hull,2.0,1.0,H,2.0,0.0,H,M Clattenburg,11.0,9.0,4.0,3.0,9.0,10.0,3.0,7.0,1.0,4.0,0.0,0.0,2.3,3.3,3.5,2015,38,24.3,20,127000000.0,3340000.0,35,26.1,24,122250000.0,3490000.0
E0,2014-08-31,Leicester,Arsenal,1.0,1.0,D,1.0,1.0,D,A Taylor,9.0,24.0,3.0,6.0,14.0,6.0,5.0,10.0,3.0,1.0,0.0,0.0,4.75,3.75,1.83,2015,37,25.9,18,55850000.0,1510000.0,42,23.0,29,404350000.0,9630000.0
E0,2014-08-31,Tottenham,Liverpool,0.0,3.0,A,0.0,1.0,A,P Dowd,7.0,17.0,1.0,8.0,14.0,11.0,7.0,3.0,0.0,4.0,0.0,0.0,2.7,3.5,2.7,2015,42,23.7,25,298250000.0,7100000.0,35,23.4,21,285000000.0,8140000.0
E0,2014-09-13,Arsenal,Man City,2.0,2.0,D,0.0,1.0,A,M Clattenburg,15.0,15.0,6.0,8.0,11.0,15.0,0.0,3.0,3.0,4.0,0.0,0.0,3.0,3.4,2.5,2015,42,23.0,29,404350000.0,9630000.0,36,25.4,29,478000000.0,13280000.0
E0,2014-09-13,Chelsea,Swansea,4.0,2.0,H,1.0,1.0,D,K Friend,29.0,11.0,9.0,2.0,12.0,11.0,7.0,4.0,0.0,3.0,0.0,0.0,1.3,5.75,12.0,2015,38,23.9,28,526100000.0,13840000.0,36,24.3,30,107700000.0,2990000.0
E0,2014-09-13,Crystal Palace,Burnley,0.0,0.0,D,0.0,0.0,D,M Dean,14.0,11.0,3.0,3.0,12.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,2.25,3.3,3.6,2015,42,26.0,25,89300000.0,2130000.0,30,25.5,13,36750000.0,1230000.0
E0,2014-09-13,Liverpool,Aston Villa,0.0,1.0,A,0.0,1.0,A,L Mason,18.0,5.0,1.0,1.0,9.0,10.0,7.0,6.0,2.0,1.0,0.0,0.0,1.3,6.0,11.0,2015,35,23.4,21,285000000.0,8140000.0,38,24.3,20,127000000.0,3340000.0
E0,2014-09-13,Southampton,Newcastle,4.0,0.0,H,2.0,0.0,H,C Foy,10.0,9.0,7.0,4.0,15.0,7.0,5.0,5.0,0.0,2.0,0.0,0.0,1.8,3.75,5.0,2015,37,23.5,20,150400000.0,4060000.0,42,22.9,26,139850000.0,3330000.0
E0,2014-09-13,Stoke,Leicester,0.0,1.0,A,0.0,0.0,D,M Oliver,24.0,8.0,4.0,1.0,8.0,15.0,13.0,3.0,3.0,0.0,0.0,0.0,2.1,3.4,4.0,2015,30,26.4,23,128850000.0,4300000.0,37,25.9,18,55850000.0,1510000.0
E0,2014-09-13,Sunderland,Tottenham,2.0,2.0,D,1.0,1.0,D,C Pawson,6.0,15.0,1.0,6.0,10.0,13.0,5.0,5.0,5.0,1.0,0.0,0.0,3.6,3.5,2.15,2015,34,24.8,20,115250000.0,3390000.0,42,23.7,25,298250000.0,7100000.0
E0,2014-09-13,West Brom,Everton,0.0,2.0,A,0.0,1.0,A,A Taylor,11.0,11.0,1.0,4.0,12.0,8.0,9.0,1.0,2.0,3.0,0.0,0.0,3.5,3.5,2.2,2015,34,25.5,21,100600000.0,2960000.0,40,24.3,19,177500000.0,4440000.0
E0,2014-09-14,Man United,QPR,4.0,0.0,H,3.0,0.0,H,P Dowd,19.0,9.0,9.0,2.0,11.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,1.29,6.25,12.0,2015,43,23.9,25,522400000.0,12150000.0,41,25.1,24,115050000.0,2810000.0
E0,2014-09-15,Hull,West Ham,2.0,2.0,D,1.0,0.0,H,M Atkinson,11.0,16.0,6.0,4.0,12.0,7.0,3.0,10.0,3.0,1.0,0.0,0.0,2.15,3.4,3.75,2015,35,26.1,24,122250000.0,3490000.0,36,24.8,22,123000000.0,3420000.0
E0,2014-09-20,Aston Villa,Arsenal,0.0,3.0,A,0.0,3.0,A,M Jones,6.0,9.0,2.0,3.0,11.0,9.0,5.0,5.0,1.0,3.0,0.0,0.0,4.75,3.6,1.85,2015,38,24.3,20,127000000.0,3340000.0,42,23.0,29,404350000.0,9630000.0
E0,2014-09-20,Burnley,Sunderland,0.0,0.0,D,0.0,0.0,D,A Taylor,17.0,14.0,6.0,6.0,14.0,14.0,5.0,1.0,1.0,2.0,0.0,0.0,2.5,3.3,3.1,2015,30,25.5,13,36750000.0,1230000.0,34,24.8,20,115250000.0,3390000.0
E0,2014-09-20,Newcastle,Hull,2.0,2.0,D,0.0,0.0,D,N Swarbrick,25.0,10.0,7.0,3.0,11.0,11.0,4.0,2.0,4.0,2.0,0.0,0.0,2.2,3.3,3.75,2015,42,22.9,26,139850000.0,3330000.0,35,26.1,24,122250000.0,3490000.0
E0,2014-09-20,QPR,Stoke,2.0,2.0,D,1.0,1.0,D,M Atkinson,21.0,8.0,5.0,4.0,6.0,15.0,10.0,1.0,2.0,4.0,0.0,0.0,2.8,3.25,2.8,2015,41,25.1,24,115050000.0,2810000.0,30,26.4,23,128850000.0,4300000.0
E0,2014-09-20,Swansea,Southampton,0.0,1.0,A,0.0,0.0,D,J Moss,5.0,11.0,2.0,4.0,11.0,15.0,2.0,4.0,0.0,4.0,1.0,0.0,2.5,3.3,3.1,2015,36,24.3,30,107700000.0,2990000.0,37,23.5,20,150400000.0,4060000.0
E0,2014-09-20,West Ham,Liverpool,3.0,1.0,H,2.0,1.0,H,C Pawson,13.0,11.0,7.0,5.0,16.0,11.0,7.0,5.0,4.0,1.0,0.0,0.0,4.5,3.8,1.85,2015,36,24.8,22,123000000.0,3420000.0,35,23.4,21,285000000.0,8140000.0
E0,2014-09-21,Everton,Crystal Palace,2.0,3.0,A,1.0,1.0,D,M Oliver,17.0,10.0,6.0,3.0,8.0,13.0,7.0,1.0,2.0,2.0,0.0,0.0,1.4,5.0,9.0,2015,40,24.3,19,177500000.0,4440000.0,42,26.0,25,89300000.0,2130000.0
E0,2014-09-21,Leicester,Man United,5.0,3.0,H,1.0,2.0,A,M Clattenburg,15.0,16.0,5.0,5.0,11.0,9.0,2.0,4.0,1.0,1.0,0.0,1.0,5.5,4.2,1.67,2015,37,25.9,18,55850000.0,1510000.0,43,23.9,25,522400000.0,12150000.0
E0,2014-09-21,Man City,Chelsea,1.0,1.0,D,0.0,0.0,D,M Dean,16.0,6.0,4.0,2.0,16.0,12.0,14.0,2.0,3.0,4.0,1.0,0.0,2.38,3.5,3.1,2015,36,25.4,29,478000000.0,13280000.0,38,23.9,28,526100000.0,13840000.0
E0,2014-09-21,Tottenham,West Brom,0.0,1.0,A,0.0,0.0,D,K Friend,7.0,10.0,1.0,4.0,12.0,7.0,9.0,7.0,2.0,2.0,0.0,0.0,1.53,4.33,7.0,2015,42,23.7,25,298250000.0,7100000.0,34,25.5,21,100600000.0,2960000.0
E0,2014-09-27,Arsenal,Tottenham,1.0,1.0,D,0.0,0.0,D,M Oliver,16.0,6.0,6.0,4.0,7.0,16.0,15.0,5.0,3.0,6.0,0.0,0.0,1.75,3.9,5.0,2015,42,23.0,29,404350000.0,9630000.0,42,23.7,25,298250000.0,7100000.0
E0,2014-09-27,Chelsea,Aston Villa,3.0,0.0,H,1.0,0.0,H,P Dowd,17.0,7.0,8.0,1.0,11.0,9.0,9.0,2.0,2.0,2.0,0.0,0.0,1.22,7.0,16.0,2015,38,23.9,28,526100000.0,13840000.0,38,24.3,20,127000000.0,3340000.0
E0,2014-09-27,Crystal Palace,Leicester,2.0,0.0,H,0.0,0.0,D,K Stroud,16.0,7.0,6.0,1.0,14.0,9.0,6.0,6.0,0.0,2.0,0.0,0.0,2.63,3.4,2.88,2015,42,26.0,25,89300000.0,2130000.0,37,25.9,18,55850000.0,1510000.0
E0,2014-09-27,Hull,Man City,2.0,4.0,A,2.0,2.0,D,A Taylor,10.0,20.0,5.0,6.0,10.0,6.0,3.0,8.0,0.0,2.0,0.0,0.0,6.5,4.2,1.57,2015,35,26.1,24,122250000.0,3490000.0,36,25.4,29,478000000.0,13280000.0
E0,2014-09-27,Liverpool,Everton,1.0,1.0,D,0.0,0.0,D,M Atkinson,24.0,11.0,8.0,5.0,8.0,9.0,8.0,2.0,2.0,1.0,0.0,0.0,1.91,3.75,4.33,2015,35,23.4,21,285000000.0,8140000.0,40,24.3,19,177500000.0,4440000.0
E0,2014-09-27,Man United,West Ham,2.0,1.0,H,2.0,1.0,H,L Mason,8.0,13.0,3.0,4.0,10.0,12.0,7.0,10.0,1.0,3.0,1.0,0.0,1.4,5.5,8.0,2015,43,23.9,25,522400000.0,12150000.0,36,24.8,22,123000000.0,3420000.0
E0,2014-09-27,Southampton,QPR,2.0,1.0,H,0.0,0.0,D,M Clattenburg,19.0,10.0,9.0,2.0,12.0,11.0,6.0,3.0,2.0,1.0,0.0,0.0,1.44,4.6,8.5,2015,37,23.5,20,150400000.0,4060000.0,41,25.1,24,115050000.0,2810000.0
E0,2014-09-27,Sunderland,Swansea,0.0,0.0,D,0.0,0.0,D,C Foy,15.0,7.0,3.0,1.0,13.0,15.0,10.0,1.0,2.0,1.0,0.0,1.0,2.9,3.3,2.63,2015,34,24.8,20,115250000.0,3390000.0,36,24.3,30,107700000.0,2990000.0
E0,2014-09-28,West Brom,Burnley,4.0,0.0,H,2.0,0.0,H,J Moss,20.0,10.0,6.0,2.0,7.0,9.0,10.0,2.0,1.0,2.0,0.0,0.0,2.0,3.5,4.2,2015,34,25.5,21,100600000.0,2960000.0,30,25.5,13,36750000.0,1230000.0
E0,2014-09-29,Stoke,Newcastle,1.0,0.0,H,1.0,0.0,H,C Pawson,12.0,16.0,3.0,1.0,20.0,15.0,2.0,10.0,1.0,2.0,0.0,0.0,2.15,3.4,3.8,2015,30,26.4,23,128850000.0,4300000.0,42,22.9,26,139850000.0,3330000.0
E0,2014-10-04,Aston Villa,Man City,0.0,2.0,A,0.0,0.0,D,C Foy,6.0,27.0,1.0,7.0,4.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,7.5,4.5,1.5,2015,38,24.3,20,127000000.0,3340000.0,36,25.4,29,478000000.0,13280000.0
E0,2014-10-04,Hull,Crystal Palace,2.0,0.0,H,0.0,0.0,D,M Dean,15.0,11.0,2.0,2.0,6.0,14.0,6.0,7.0,1.0,2.0,0.0,0.0,2.1,3.5,3.8,2015,35,26.1,24,122250000.0,3490000.0,42,26.0,25,89300000.0,2130000.0
E0,2014-10-04,Leicester,Burnley,2.0,2.0,D,2.0,1.0,H,P Dowd,15.0,10.0,6.0,4.0,16.0,12.0,9.0,3.0,2.0,2.0,0.0,0.0,1.8,3.75,5.0,2015,37,25.9,18,55850000.0,1510000.0,30,25.5,13,36750000.0,1230000.0
E0,2014-10-04,Liverpool,West Brom,2.0,1.0,H,1.0,0.0,H,M Oliver,19.0,8.0,7.0,4.0,12.0,15.0,5.0,5.0,2.0,2.0,0.0,0.0,1.44,5.0,7.5,2015,35,23.4,21,285000000.0,8140000.0,34,25.5,21,100600000.0,2960000.0
E0,2014-10-04,Sunderland,Stoke,3.0,1.0,H,2.0,1.0,H,N Swarbrick,8.0,11.0,3.0,5.0,10.0,17.0,7.0,4.0,3.0,4.0,0.0,0.0,2.55,3.25,3.1,2015,34,24.8,20,115250000.0,3390000.0,30,26.4,23,128850000.0,4300000.0
E0,2014-10-04,Swansea,Newcastle,2.0,2.0,D,1.0,1.0,D,L Mason,11.0,9.0,5.0,4.0,11.0,15.0,3.0,1.0,1.0,3.0,0.0,0.0,1.91,3.7,4.33,2015,36,24.3,30,107700000.0,2990000.0,42,22.9,26,139850000.0,3330000.0
E0,2014-10-05,Chelsea,Arsenal,2.0,0.0,H,1.0,0.0,H,M Atkinson,5.0,10.0,3.0,0.0,14.0,10.0,2.0,2.0,4.0,3.0,0.0,0.0,1.67,4.2,5.25,2015,38,23.9,28,526100000.0,13840000.0,42,23.0,29,404350000.0,9630000.0
