Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season,Squad_Home,Age_Home,Foreigners_Home,Total Market Value_Home,Average Market Value_Home,Squad_Away,Age_Away,Foreigners_Away,Total Market Value_Away,Average Market Value_Away
E0,2012-11-24,Aston Villa,Arsenal,0.0,0.0,D,0.0,0.0,D,L Mason,10.0,13.0,8.0,6.0,6.0,9.0,7.0,6.0,1.0,0.0,0.0,0.0,4.75,3.75,1.73,2013,31,24.1,19,101030000.0,3260000.0,36,23.8,29,293750000.0,8160000.0
E0,2012-11-24,Everton,Norwich,1.0,1.0,D,1.0,0.0,H,M Jones,14.0,8.0,9.0,4.0,10.0,18.0,4.0,2.0,0.0,3.0,0.0,0.0,1.44,4.33,7.5,2013,26,25.6,18,124800000.0,4800000.0,34,25.3,16,70650000.0,2080000.0
E0,2012-11-24,Man United,QPR,3.0,1.0,H,0.0,0.0,D,L Probert,15.0,10.0,10.0,6.0,6.0,10.0,9.0,7.0,1.0,1.0,0.0,0.0,1.17,7.5,15.0,2013,36,24.1,22,444500000.0,12350000.0,33,28.1,18,150000000.0,4550000.0
E0,2012-11-24,Stoke,Fulham,1.0,0.0,H,1.0,0.0,H,M Oliver,12.0,8.0,3.0,5.0,14.0,11.0,7.0,2.0,1.0,1.0,0.0,0.0,2.2,3.3,3.4,2013,29,27.6,16,99100000.0,3420000.0,33,26.9,29,114500000.0,3470000.0
E0,2012-11-24,Sunderland,West Brom,2.0,4.0,A,0.0,2.0,A,M Dean,19.0,11.0,12.0,6.0,12.0,15.0,7.0,2.0,2.0,3.0,0.0,0.0,2.5,3.3,2.88,2013,31,25.4,18,127000000.0,4100000.0,29,25.7,21,83000000.0,2860000.0
E0,2012-11-24,Wigan,Reading,3.0,2.0,H,0.0,1.0,A,H Webb,19.0,16.0,11.0,10.0,15.0,9.0,9.0,5.0,2.0,0.0,0.0,0.0,1.83,3.6,4.33,2013,35,25.0,28,81500000.0,2330000.0,31,25.6,22,44000000.0,1420000.0
E0,2012-11-25,Chelsea,Man City,0.0,0.0,D,0.0,0.0,D,C Foy,5.0,11.0,1.0,7.0,9.0,16.0,6.0,11.0,0.0,3.0,0.0,0.0,2.5,3.5,2.7,2013,31,25.3,22,408500000.0,13180000.0,38,24.0,27,510150000.0,13430000.0
E0,2012-11-25,Southampton,Newcastle,2.0,0.0,H,1.0,0.0,H,M Atkinson,17.0,8.0,10.0,3.0,12.0,14.0,4.0,3.0,2.0,2.0,0.0,0.0,2.3,3.5,3.0,2013,37,24.3,16,68850000.0,1860000.0,36,24.1,25,190250000.0,5280000.0
E0,2012-11-25,Swansea,Liverpool,0.0,0.0,D,0.0,0.0,D,J Moss,17.0,21.0,8.0,14.0,6.0,10.0,7.0,6.0,1.0,0.0,0.0,0.0,3.4,3.5,2.1,2013,29,25.9,25,88000000.0,3030000.0,38,22.8,19,275450000.0,7250000.0
E0,2012-11-25,Tottenham,West Ham,3.0,1.0,H,1.0,0.0,H,A Marriner,25.0,10.0,13.0,6.0,9.0,10.0,4.0,2.0,1.0,2.0,0.0,0.0,1.67,3.75,5.5,2013,35,25.1,16,309530000.0,8840000.0,34,25.1,18,114450000.0,3370000.0
E0,2012-11-27,Aston Villa,Reading,1.0,0.0,H,0.0,0.0,D,L Probert,15.0,11.0,7.0,6.0,10.0,5.0,8.0,3.0,1.0,0.0,0.0,0.0,1.95,3.4,4.0,2013,31,24.1,19,101030000.0,3260000.0,31,25.6,22,44000000.0,1420000.0
E0,2012-11-27,Sunderland,QPR,0.0,0.0,D,0.0,0.0,D,A Marriner,13.0,13.0,8.0,9.0,10.0,15.0,5.0,8.0,1.0,3.0,0.0,0.0,2.25,3.25,3.3,2013,31,25.4,18,127000000.0,4100000.0,33,28.1,18,150000000.0,4550000.0
E0,2012-11-28,Chelsea,Fulham,0.0,0.0,D,0.0,0.0,D,A Taylor,17.0,8.0,13.0,7.0,10.0,11.0,10.0,2.0,3.0,0.0,0.0,0.0,1.44,4.5,7.0,2013,31,25.3,22,408500000.0,13180000.0,33,26.9,29,114500000.0,3470000.0
E0,2012-11-28,Everton,Arsenal,1.0,1.0,D,1.0,1.0,D,M Oliver,14.0,12.0,10.0,9.0,15.0,9.0,6.0,6.0,2.0,1.0,0.0,0.0,2.5,3.4,2.75,2013,26,25.6,18,124800000.0,4800000.0,36,23.8,29,293750000.0,8160000.0
E0,2012-11-28,Man United,West Ham,1.0,0.0,H,1.0,0.0,H,M Jones,23.0,9.0,13.0,3.0,7.0,9.0,5.0,5.0,1.0,1.0,0.0,0.0,1.22,6.5,12.0,2013,36,24.1,22,444500000.0,12350000.0,34,25.1,18,114450000.0,3370000.0
E0,2012-11-28,Southampton,Norwich,1.0,1.0,D,1.0,1.0,D,M Clattenburg,8.0,9.0,2.0,5.0,11.0,7.0,3.0,7.0,1.0,1.0,0.0,0.0,2.0,3.4,3.8,2013,37,24.3,16,68850000.0,1860000.0,34,25.3,16,70650000.0,2080000.0
E0,2012-11-28,Stoke,Newcastle,2.0,1.0,H,0.0,0.0,D,H Webb,11.0,7.0,5.0,6.0,12.0,12.0,7.0,2.0,2.0,2.0,0.0,0.0,1.91,3.4,4.2,2013,29,27.6,16,99100000.0,3420000.0,36,24.1,25,190250000.0,5280000.0
E0,2012-11-28,Swansea,West Brom,3.0,1.0,H,3.0,1.0,H,L Mason,13.0,6.0,8.0,2.0,10.0,16.0,5.0,2.0,0.0,4.0,0.0,0.0,2.3,3.4,3.1,2013,29,25.9,25,88000000.0,3030000.0,29,25.7,21,83000000.0,2860000.0
E0,2012-11-28,Tottenham,Liverpool,2.0,1.0,H,2.0,0.0,H,P Dowd,14.0,14.0,7.0,9.0,4.0,14.0,1.0,12.0,1.0,2.0,0.0,0.0,2.4,3.4,2.88,2013,35,25.1,16,309530000.0,8840000.0,38,22.8,19,275450000.0,7250000.0
E0,2012-11-28,Wigan,Man City,0.0,2.0,A,0.0,0.0,D,M Halsey,9.0,15.0,4.0,6.0,13.0,12.0,6.0,6.0,1.0,1.0,0.0,0.0,6.0,4.2,1.53,2013,35,25.0,28,81500000.0,2330000.0,38,24.0,27,510150000.0,13430000.0
E0,2012-12-01,Arsenal,Swansea,0.0,2.0,A,0.0,0.0,D,M Clattenburg,10.0,12.0,8.0,10.0,11.0,9.0,8.0,5.0,1.0,0.0,0.0,0.0,1.44,4.5,7.0,2013,36,23.8,29,293750000.0,8160000.0,29,25.9,25,88000000.0,3030000.0
E0,2012-12-01,Fulham,Tottenham,0.0,3.0,A,0.0,0.0,D,C Foy,8.0,10.0,2.0,6.0,10.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,2.88,3.3,2.5,2013,33,26.9,29,114500000.0,3470000.0,35,25.1,16,309530000.0,8840000.0
E0,2012-12-01,Liverpool,Southampton,1.0,0.0,H,1.0,0.0,H,M Oliver,24.0,8.0,11.0,4.0,10.0,8.0,10.0,4.0,2.0,0.0,0.0,0.0,1.4,4.5,8.5,2013,38,22.8,19,275450000.0,7250000.0,37,24.3,16,68850000.0,1860000.0
E0,2012-12-01,Man City,Everton,1.0,1.0,D,1.0,1.0,D,L Probert,9.0,8.0,6.0,5.0,16.0,12.0,5.0,2.0,2.0,1.0,0.0,0.0,1.5,4.0,7.0,2013,38,24.0,27,510150000.0,13430000.0,26,25.6,18,124800000.0,4800000.0
E0,2012-12-01,QPR,Aston Villa,1.0,1.0,D,1.0,1.0,D,H Webb,17.0,7.0,12.0,3.0,5.0,6.0,11.0,4.0,1.0,2.0,0.0,0.0,1.95,3.5,4.0,2013,33,28.1,18,150000000.0,4550000.0,31,24.1,19,101030000.0,3260000.0
E0,2012-12-01,Reading,Man United,3.0,4.0,A,3.0,4.0,A,M Halsey,10.0,10.0,7.0,5.0,10.0,12.0,6.0,1.0,1.0,1.0,0.0,0.0,7.5,4.75,1.4,2013,31,25.6,22,44000000.0,1420000.0,36,24.1,22,444500000.0,12350000.0
E0,2012-12-01,West Brom,Stoke,0.0,1.0,A,0.0,0.0,D,K Friend,14.0,6.0,11.0,4.0,8.0,15.0,5.0,5.0,0.0,3.0,0.0,0.0,2.1,3.25,3.75,2013,29,25.7,21,83000000.0,2860000.0,29,27.6,16,99100000.0,3420000.0
E0,2012-12-01,West Ham,Chelsea,3.0,1.0,H,0.0,1.0,A,M Atkinson,16.0,16.0,13.0,9.0,15.0,6.0,14.0,5.0,1.0,2.0,0.0,0.0,4.0,3.5,1.91,2013,34,25.1,18,114450000.0,3370000.0,31,25.3,22,408500000.0,13180000.0
E0,2012-12-02,Norwich,Sunderland,2.0,1.0,H,2.0,1.0,H,P Dowd,7.0,16.0,5.0,6.0,11.0,16.0,2.0,6.0,0.0,2.0,0.0,0.0,2.1,3.3,3.6,2013,34,25.3,16,70650000.0,2080000.0,31,25.4,18,127000000.0,4100000.0
E0,2012-12-03,Newcastle,Wigan,3.0,0.0,H,2.0,0.0,H,M Jones,16.0,9.0,8.0,4.0,12.0,14.0,4.0,4.0,1.0,3.0,0.0,1.0,2.0,3.4,3.75,2013,36,24.1,25,190250000.0,5280000.0,35,25.0,28,81500000.0,2330000.0
E0,2012-12-08,Arsenal,West Brom,2.0,0.0,H,1.0,0.0,H,M Jones,16.0,7.0,7.0,2.0,11.0,12.0,7.0,4.0,2.0,3.0,0.0,0.0,1.5,4.33,6.5,2013,36,23.8,29,293750000.0,8160000.0,29,25.7,21,83000000.0,2860000.0
E0,2012-12-08,Aston Villa,Stoke,0.0,0.0,D,0.0,0.0,D,R East,9.0,1.0,5.0,0.0,8.0,13.0,3.0,2.0,0.0,1.0,0.0,1.0,2.4,3.2,3.1,2013,31,24.1,19,101030000.0,3260000.0,29,27.6,16,99100000.0,3420000.0
E0,2012-12-08,Southampton,Reading,1.0,0.0,H,0.0,0.0,D,J Moss,18.0,6.0,9.0,2.0,11.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,1.91,3.6,4.0,2013,37,24.3,16,68850000.0,1860000.0,31,25.6,22,44000000.0,1420000.0
E0,2012-12-08,Sunderland,Chelsea,1.0,3.0,A,0.0,2.0,A,M Halsey,14.0,11.0,10.0,5.0,11.0,14.0,11.0,1.0,1.0,3.0,0.0,0.0,4.75,3.5,1.8,2013,31,25.4,18,127000000.0,4100000.0,31,25.3,22,408500000.0,13180000.0
E0,2012-12-08,Swansea,Norwich,3.0,4.0,A,0.0,3.0,A,H Webb,21.0,10.0,10.0,8.0,12.0,9.0,6.0,2.0,2.0,1.0,0.0,0.0,1.8,3.6,4.5,2013,29,25.9,25,88000000.0,3030000.0,34,25.3,16,70650000.0,2080000.0
E0,2012-12-08,Wigan,QPR,2.0,2.0,D,1.0,1.0,D,P Dowd,14.0,8.0,9.0,4.0,7.0,11.0,11.0,4.0,0.0,1.0,0.0,0.0,2.3,3.4,3.1,2013,35,25.0,28,81500000.0,2330000.0,33,28.1,18,150000000.0,4550000.0
E0,2012-12-09,Everton,Tottenham,2.0,1.0,H,0.0,0.0,D,K Friend,17.0,8.0,11.0,6.0,10.0,9.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,3.5,3.75,2013,26,25.6,18,124800000.0,4800000.0,35,25.1,16,309530000.0,8840000.0
E0,2012-12-09,Man City,Man United,2.0,3.0,A,0.0,2.0,A,M Atkinson,16.0,8.0,11.0,3.0,11.0,9.0,8.0,2.0,4.0,3.0,0.0,0.0,2.2,3.5,3.2,2013,38,24.0,27,510150000.0,13430000.0,36,24.1,22,444500000.0,12350000.0
E0,2012-12-09,West Ham,Liverpool,2.0,3.0,A,2.0,1.0,H,L Probert,9.0,16.0,6.0,8.0,12.0,10.0,2.0,5.0,1.0,2.0,0.0,0.0,3.0,3.3,2.38,2013,34,25.1,18,114450000.0,3370000.0,38,22.8,19,275450000.0,7250000.0
E0,2012-12-10,Fulham,Newcastle,2.0,1.0,H,1.0,0.0,H,L Mason,16.0,20.0,7.0,13.0,13.0,11.0,5.0,4.0,0.0,0.0,0.0,0.0,1.91,3.6,4.0,2013,33,26.9,29,114500000.0,3470000.0,36,24.1,25,190250000.0,5280000.0
E0,2012-12-11,Sunderland,Reading,3.0,0.0,H,2.0,0.0,H,N Swarbrick,16.0,12.0,11.0,5.0,8.0,11.0,6.0,8.0,2.0,1.0,0.0,0.0,2.0,3.5,3.75,2013,31,25.4,18,127000000.0,4100000.0,31,25.6,22,44000000.0,1420000.0
E0,2012-12-15,Liverpool,Aston Villa,1.0,3.0,A,0.0,2.0,A,N Swarbrick,26.0,9.0,17.0,6.0,4.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0,1.36,4.75,9.0,2013,38,22.8,19,275450000.0,7250000.0,31,24.1,19,101030000.0,3260000.0
E0,2012-12-15,Man United,Sunderland,3.0,1.0,H,2.0,0.0,H,C Foy,15.0,13.0,6.0,10.0,13.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,1.2,6.5,15.0,2013,36,24.1,22,444500000.0,12350000.0,31,25.4,18,127000000.0,4100000.0
E0,2012-12-15,Newcastle,Man City,1.0,3.0,A,0.0,2.0,A,A Marriner,17.0,16.0,8.0,10.0,9.0,16.0,12.0,7.0,3.0,2.0,0.0,0.0,5.5,3.75,1.67,2013,36,24.1,25,190250000.0,5280000.0,38,24.0,27,510150000.0,13430000.0
E0,2012-12-15,Norwich,Wigan,2.0,1.0,H,1.0,0.0,H,L Probert,16.0,12.0,10.0,6.0,7.0,4.0,7.0,3.0,3.0,1.0,0.0,0.0,2.2,3.4,3.25,2013,34,25.3,16,70650000.0,2080000.0,35,25.0,28,81500000.0,2330000.0
E0,2012-12-15,QPR,Fulham,2.0,1.0,H,0.0,0.0,D,M Atkinson,19.0,6.0,9.0,3.0,10.0,14.0,3.0,3.0,1.0,2.0,0.0,0.0,2.4,3.4,2.88,2013,33,28.1,18,150000000.0,4550000.0,33,26.9,29,114500000.0,3470000.0
E0,2012-12-15,Stoke,Everton,1.0,1.0,D,0.0,1.0,A,M Halsey,14.0,9.0,8.0,5.0,11.0,13.0,4.0,8.0,1.0,0.0,0.0,0.0,3.1,3.2,2.4,2013,29,27.6,16,99100000.0,3420000.0,26,25.6,18,124800000.0,4800000.0
E0,2012-12-16,Tottenham,Swansea,1.0,0.0,H,0.0,0.0,D,M Dean,24.0,4.0,16.0,0.0,12.0,8.0,9.0,3.0,2.0,3.0,0.0,0.0,1.62,4.0,5.5,2013,35,25.1,16,309530000.0,8840000.0,29,25.9,25,88000000.0,3030000.0
E0,2012-12-16,West Brom,West Ham,0.0,0.0,D,0.0,0.0,D,P Dowd,19.0,10.0,10.0,2.0,12.0,9.0,8.0,2.0,3.0,3.0,0.0,0.0,2.0,3.5,3.75,2013,29,25.7,21,83000000.0,2860000.0,34,25.1,18,114450000.0,3370000.0
E0,2012-12-17,Reading,Arsenal,2.0,5.0,A,0.0,3.0,A,A Taylor,7.0,25.0,5.0,17.0,8.0,4.0,3.0,7.0,1.0,1.0,0.0,0.0,5.5,4.0,1.62,2013,31,25.6,22,44000000.0,1420000.0,36,23.8,29,293750000.0,8160000.0
E0,2012-12-22,Liverpool,Fulham,4.0,0.0,H,2.0,0.0,H,M Clattenburg,22.0,7.0,12.0,6.0,13.0,6.0,8.0,2.0,1.0,2.0,0.0,0.0,1.53,4.0,6.5,2013,38,22.8,19,275450000.0,7250000.0,33,26.9,29,114500000.0,3470000.0
E0,2012-12-22,Man City,Reading,1.0,0.0,H,0.0,0.0,D,M Dean,17.0,6.0,10.0,1.0,11.0,15.0,12.0,3.0,2.0,3.0,0.0,0.0,1.14,8.0,19.0,2013,38,24.0,27,510150000.0,13430000.0,31,25.6,22,44000000.0,1420000.0
E0,2012-12-22,Newcastle,QPR,1.0,0.0,H,0.0,0.0,D,K Friend,18.0,5.0,8.0,4.0,9.0,16.0,10.0,3.0,3.0,2.0,0.0,0.0,2.1,3.4,3.5,2013,36,24.1,25,190250000.0,5280000.0,33,28.1,18,150000000.0,4550000.0
E0,2012-12-22,Southampton,Sunderland,0.0,1.0,A,0.0,1.0,A,H Webb,13.0,10.0,7.0,6.0,11.0,15.0,8.0,5.0,0.0,3.0,0.0,0.0,2.0,3.5,3.75,2013,37,24.3,16,68850000.0,1860000.0,31,25.4,18,127000000.0,4100000.0
E0,2012-12-22,Tottenham,Stoke,0.0,0.0,D,0.0,0.0,D,L Mason,21.0,4.0,14.0,2.0,8.0,11.0,11.0,4.0,2.0,5.0,0.0,0.0,1.62,3.75,6.0,2013,35,25.1,16,309530000.0,8840000.0,29,27.6,16,99100000.0,3420000.0
E0,2012-12-22,West Brom,Norwich,2.0,1.0,H,1.0,1.0,D,M Atkinson,12.0,10.0,8.0,4.0,14.0,9.0,6.0,5.0,1.0,1.0,0.0,0.0,1.91,3.6,4.0,2013,29,25.7,21,83000000.0,2860000.0,34,25.3,16,70650000.0,2080000.0
E0,2012-12-22,West Ham,Everton,1.0,2.0,A,1.0,0.0,H,A Taylor,6.0,15.0,5.0,8.0,12.0,8.0,3.0,5.0,1.0,0.0,1.0,1.0,2.88,3.25,2.5,2013,34,25.1,18,114450000.0,3370000.0,26,25.6,18,124800000.0,4800000.0
E0,2012-12-22,Wigan,Arsenal,0.0,1.0,A,0.0,0.0,D,J Moss,13.0,10.0,5.0,8.0,14.0,8.0,4.0,4.0,1.0,1.0,0.0,0.0,4.75,3.75,1.73,2013,35,25.0,28,81500000.0,2330000.0,36,23.8,29,293750000.0,8160000.0
E0,2012-12-23,Chelsea,Aston Villa,8.0,0.0,H,3.0,0.0,H,P Dowd,24.0,7.0,18.0,4.0,6.0,11.0,8.0,4.0,0.0,0.0,0.0,0.0,1.33,5.5,8.5,2013,31,25.3,22,408500000.0,13180000.0,31,24.1,19,101030000.0,3260000.0
E0,2012-12-23,Swansea,Man United,1.0,1.0,D,1.0,1.0,D,M Oliver,14.0,19.0,10.0,16.0,11.0,16.0,3.0,6.0,2.0,4.0,0.0,0.0,5.0,4.0,1.67,2013,29,25.9,25,88000000.0,3030000.0,36,24.1,22,444500000.0,12350000.0
E0,2012-12-26,Aston Villa,Tottenham,0.0,4.0,A,0.0,0.0,D,M Clattenburg,4.0,20.0,1.0,16.0,11.0,7.0,2.0,16.0,1.0,0.0,0.0,0.0,3.75,3.5,2.0,2013,31,24.1,19,101030000.0,3260000.0,35,25.1,16,309530000.0,8840000.0
E0,2012-12-26,Everton,Wigan,2.0,1.0,H,0.0,0.0,D,L Mason,17.0,10.0,9.0,6.0,10.0,11.0,11.0,2.0,1.0,3.0,0.0,0.0,1.44,4.5,7.0,2013,26,25.6,18,124800000.0,4800000.0,35,25.0,28,81500000.0,2330000.0
E0,2012-12-26,Fulham,Southampton,1.0,1.0,D,1.0,0.0,H,M Oliver,10.0,7.0,2.0,3.0,14.0,12.0,3.0,5.0,3.0,0.0,0.0,0.0,1.85,3.6,4.2,2013,33,26.9,29,114500000.0,3470000.0,37,24.3,16,68850000.0,1860000.0
E0,2012-12-26,Man United,Newcastle,4.0,3.0,H,1.0,2.0,A,M Dean,16.0,16.0,10.0,11.0,12.0,16.0,2.0,2.0,3.0,3.0,0.0,0.0,1.22,6.5,13.0,2013,36,24.1,22,444500000.0,12350000.0,36,24.1,25,190250000.0,5280000.0
E0,2012-12-26,Norwich,Chelsea,0.0,1.0,A,0.0,1.0,A,J Moss,8.0,20.0,4.0,11.0,7.0,7.0,5.0,7.0,1.0,1.0,0.0,0.0,6.0,3.75,1.62,2013,34,25.3,16,70650000.0,2080000.0,31,25.3,22,408500000.0,13180000.0
E0,2012-12-26,QPR,West Brom,1.0,2.0,A,0.0,1.0,A,C Foy,18.0,12.0,8.0,6.0,9.0,10.0,14.0,9.0,1.0,0.0,0.0,0.0,2.2,3.4,3.25,2013,33,28.1,18,150000000.0,4550000.0,29,25.7,21,83000000.0,2860000.0
E0,2012-12-26,Reading,Swansea,0.0,0.0,D,0.0,0.0,D,M Jones,3.0,10.0,2.0,4.0,14.0,17.0,6.0,4.0,2.0,1.0,0.0,0.0,2.9,3.4,2.38,2013,31,25.6,22,44000000.0,1420000.0,29,25.9,25,88000000.0,3030000.0
E0,2012-12-26,Stoke,Liverpool,3.0,1.0,H,2.0,1.0,H,H Webb,7.0,12.0,6.0,6.0,11.0,5.0,6.0,8.0,3.0,1.0,0.0,0.0,3.4,3.2,2.25,2013,29,27.6,16,99100000.0,3420000.0,38,22.8,19,275450000.0,7250000.0
E0,2012-12-26,Sunderland,Man City,1.0,0.0,H,0.0,0.0,D,K Friend,12.0,19.0,6.0,12.0,14.0,16.0,3.0,7.0,1.0,3.0,0.0,0.0,6.5,4.0,1.53,2013,31,25.4,18,127000000.0,4100000.0,38,24.0,27,510150000.0,13430000.0
E0,2012-12-29,Arsenal,Newcastle,7.0,3.0,H,1.0,1.0,D,C Foy,16.0,10.0,12.0,8.0,8.0,10.0,5.0,6.0,0.0,1.0,0.0,0.0,1.44,4.5,7.0,2013,36,23.8,29,293750000.0,8160000.0,36,24.1,25,190250000.0,5280000.0
E0,2012-12-29,Aston Villa,Wigan,0.0,3.0,A,0.0,1.0,A,K Friend,11.0,9.0,4.0,6.0,16.0,8.0,4.0,3.0,3.0,2.0,0.0,0.0,2.4,3.25,3.0,2013,31,24.1,19,101030000.0,3260000.0,35,25.0,28,81500000.0,2330000.0
E0,2012-12-29,Fulham,Swansea,1.0,2.0,A,0.0,1.0,A,A Marriner,22.0,10.0,13.0,9.0,14.0,12.0,9.0,8.0,2.0,1.0,0.0,0.0,2.1,3.4,3.5,2013,33,26.9,29,114500000.0,3470000.0,29,25.9,25,88000000.0,3030000.0
E0,2012-12-29,Man United,West Brom,2.0,0.0,H,1.0,0.0,H,J Moss,17.0,13.0,14.0,9.0,9.0,7.0,9.0,6.0,1.0,0.0,0.0,0.0,1.3,5.5,10.0,2013,36,24.1,22,444500000.0,12350000.0,29,25.7,21,83000000.0,2860000.0
E0,2012-12-29,Norwich,Man City,3.0,4.0,A,1.0,2.0,A,M Jones,13.0,13.0,8.0,9.0,8.0,10.0,4.0,9.0,3.0,1.0,0.0,1.0,6.0,4.0,1.57,2013,34,25.3,16,70650000.0,2080000.0,38,24.0,27,510150000.0,13430000.0
E0,2012-12-29,Reading,West Ham,1.0,0.0,H,1.0,0.0,H,M Oliver,3.0,11.0,2.0,3.0,17.0,10.0,2.0,2.0,3.0,4.0,0.0,0.0,2.88,3.25,2.5,2013,31,25.6,22,44000000.0,1420000.0,34,25.1,18,114450000.0,3370000.0
E0,2012-12-29,Stoke,Southampton,3.0,3.0,D,1.0,3.0,A,M Clattenburg,10.0,8.0,8.0,7.0,6.0,9.0,7.0,4.0,1.0,2.0,1.0,0.0,1.8,3.5,4.75,2013,29,27.6,16,99100000.0,3420000.0,37,24.3,16,68850000.0,1860000.0
E0,2012-12-29,Sunderland,Tottenham,1.0,2.0,A,1.0,0.0,H,L Mason,9.0,18.0,6.0,14.0,9.0,15.0,3.0,8.0,1.0,3.0,0.0,0.0,3.5,3.4,2.1,2013,31,25.4,18,127000000.0,4100000.0,35,25.1,16,309530000.0,8840000.0
E0,2012-12-30,Everton,Chelsea,1.0,2.0,A,1.0,1.0,D,H Webb,12.0,15.0,6.0,10.0,14.0,12.0,7.0,7.0,2.0,3.0,0.0,0.0,2.88,3.3,2.5,2013,26,25.6,18,124800000.0,4800000.0,31,25.3,22,408500000.0,13180000.0
E0,2012-12-30,QPR,Liverpool,0.0,3.0,A,0.0,3.0,A,A Taylor,14.0,16.0,7.0,11.0,10.0,8.0,1.0,9.0,2.0,1.0,0.0,0.0,4.0,3.5,1.91,2013,33,28.1,18,150000000.0,4550000.0,38,22.8,19,275450000.0,7250000.0
E0,2013-01-01,Man City,Stoke,3.0,0.0,H,1.0,0.0,H,M Oliver,17.0,4.0,9.0,3.0,6.0,9.0,7.0,2.0,2.0,2.0,0.0,0.0,1.29,5.5,11.0,2013,38,24.0,27,510150000.0,13430000.0,29,27.6,16,99100000.0,3420000.0
E0,2013-01-01,Southampton,Arsenal,1.0,1.0,D,1.0,1.0,D,L Probert,9.0,6.0,6.0,4.0,9.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,5.0,3.75,1.7,2013,37,24.3,16,68850000.0,1860000.0,36,23.8,29,293750000.0,8160000.0
E0,2013-01-01,Swansea,Aston Villa,2.0,2.0,D,1.0,1.0,D,M Halsey,23.0,8.0,13.0,6.0,7.0,15.0,3.0,2.0,0.0,4.0,0.0,0.0,1.57,4.0,6.0,2013,29,25.9,25,88000000.0,3030000.0,31,24.1,19,101030000.0,3260000.0
E0,2013-01-01,Tottenham,Reading,3.0,1.0,H,1.0,1.0,D,H Webb,30.0,7.0,20.0,4.0,9.0,9.0,12.0,3.0,0.0,0.0,0.0,0.0,1.33,5.0,10.0,2013,35,25.1,16,309530000.0,8840000.0,31,25.6,22,44000000.0,1420000.0
E0,2013-01-01,West Brom,Fulham,1.0,2.0,A,0.0,1.0,A,M Dean,17.0,10.0,10.0,5.0,14.0,6.0,10.0,5.0,0.0,0.0,0.0,0.0,2.0,3.5,3.75,2013,29,25.7,21,83000000.0,2860000.0,33,26.9,29,114500000.0,3470000.0
E0,2013-01-01,West Ham,Norwich,2.0,1.0,H,2.0,0.0,H,M Clattenburg,14.0,9.0,8.0,3.0,14.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,2.1,3.4,3.5,2013,34,25.1,18,114450000.0,3370000.0,34,25.3,16,70650000.0,2080000.0
E0,2013-01-01,Wigan,Man United,0.0,4.0,A,0.0,2.0,A,A Marriner,7.0,14.0,3.0,9.0,13.0,5.0,1.0,6.0,1.0,1.0,0.0,0.0,6.0,4.2,1.53,2013,35,25.0,28,81500000.0,2330000.0,36,24.1,22,444500000.0,12350000.0
E0,2013-01-02,Chelsea,QPR,0.0,1.0,A,0.0,0.0,D,L Mason,23.0,8.0,11.0,5.0,12.0,8.0,14.0,2.0,1.0,1.0,0.0,0.0,1.2,6.5,15.0,2013,31,25.3,22,408500000.0,13180000.0,33,28.1,18,150000000.0,4550000.0
E0,2013-01-02,Liverpool,Sunderland,3.0,0.0,H,2.0,0.0,H,P Dowd,27.0,6.0,16.0,5.0,8.0,5.0,9.0,5.0,0.0,1.0,0.0,0.0,1.4,4.5,8.5,2013,38,22.8,19,275450000.0,7250000.0,31,25.4,18,127000000.0,4100000.0
E0,2013-01-02,Newcastle,Everton,1.0,2.0,A,1.0,1.0,D,M Atkinson,14.0,7.0,11.0,6.0,21.0,7.0,4.0,6.0,3.0,2.0,0.0,0.0,3.0,3.4,2.38,2013,36,24.1,25,190250000.0,5280000.0,26,25.6,18,124800000.0,4800000.0
E0,2013-01-12,Aston Villa,Southampton,0.0,1.0,A,0.0,1.0,A,M Halsey,16.0,11.0,10.0,4.0,9.0,6.0,9.0,5.0,1.0,1.0,0.0,0.0,2.55,3.5,2.9,2013,31,24.1,19,101030000.0,3260000.0,37,24.3,16,68850000.0,1860000.0
E0,2013-01-12,Everton,Swansea,0.0,0.0,D,0.0,0.0,D,P Dowd,16.0,4.0,8.0,2.0,13.0,9.0,7.0,1.0,1.0,4.0,0.0,0.0,1.57,4.2,6.5,2013,26,25.6,18,124800000.0,4800000.0,29,25.9,25,88000000.0,3030000.0
E0,2013-01-12,Fulham,Wigan,1.0,1.0,D,1.0,0.0,H,M Clattenburg,14.0,15.0,5.0,6.0,8.0,15.0,6.0,8.0,0.0,1.0,0.0,0.0,2.05,3.5,4.0,2013,33,26.9,29,114500000.0,3470000.0,35,25.0,28,81500000.0,2330000.0
